Player_ID,First Name,Last Name,Game,Team,Opponent,Injury Indicator,Injury Details,g,Unnamed: 13,LAST_COMMA_FIRST,FD_Salary,FD_Position,DK_Salary,DK_Position,DP_Salary,DP_Position,DD_Salary,DD_Position,PROJ_AST,PROJ_BLK,PROJ_FG3A,PROJ_FTA,PROJ_OREB,PROJ_DREB,PROJ_STL,PROJ_TOV,PROJ_REB,PROJ_FGM,PROJ_FG3M,PROJ_FGA,PROJ_FTM,PROJ_MIN,PROJ_PTS,PROJ_DD,PROJ_TD,PROJ_FD,PROJ_DK,PROJ_DP,PROJ_YH,PROJ_UNADJ_FD,PROJ_UNADJ_DK,PROJ_UNADJ_DP,PROJ_UNADJ_YH,PROJ_UNADJ_DD,PROJ_FLOOR_MIN,PROJ_CEIL_MIN,PROJ_FLOOR_FD,PROJ_CEIL_FD,PROJ_FLOOR_DK,PROJ_CEIL_DK,PROJ_FLOOR_DP,PROJ_CEIL_DP,PROJ_FLOOR_YH,PROJ_CEIL_YH,PROJ_FLOOR_DD,PROJ_CEIL_DD,PROJ_HIST_FD_Skew,PROJ_HIST_FD_Kurt,PROJ_HIST_MIN_std,PROJ_HIST_FD_std,PROJ_Bust5,PROJ_Bust10,PROJ_Bust20,PROJ_Boom5,PROJ_Boom10,PROJ_Boom20,ADJ_FD,ADJ_DK,ADJ_DP,ADJ_YH,ADJ_DD,Status
708,Kevin,Garnett,CHI@MIN,MIN,CHI,GTD,Knee,g,,"Garnett, Kevin",3500.0,PF,3000.0,PF,10.33,PF,5000.0,"C,PF",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,21.0,7.73004720347,18.0367768081,7.98124934052,18.6404763727,7.85889717609,18.354987989,7.73092549286,18.03882615,7.64887926152,17.8707982265,0.403896286622,0.438940778726,4.13361475969,5.53635084278,1.0,0.8,0.6,0.0,0.0,0.05,,,,,,GTD - Knee
977,Kobe,Bryant,LAL@SAS,LAL,SAS,g,,,,"Bryant, Kobe",6700.0,SG,6000.0,SG,26.75,SG,13650.0,"SG,SF",3.32992727223,0.147626382782,4.51874032619,3.44959680801,0.533390447128,2.89343377458,0.912629727773,2.21911913561,3.4268242217,4.97831504993,1.29713012644,14.6637724444,2.85714112276,27.5,14.1109013491,23.1368066397,5.70644820346e-06,23.119374409,25.0555085072,23.2973838762,23.7679394722,26.1196989321,28.306360344,26.3398633924,26.9691626261,26.4918729038,24.0,34.0,20.1769085751,28.5839538147,21.8630418267,31.0003491487,20.3286785124,28.8266677867,20.7429289939,29.3858160747,20.1873523109,28.6354756067,0.47739779658,-0.0365385179081,4.84636195078,10.7456284497,0.4,0.5,0.4,0.6,0.3,0.25,-0.109102709931,-0.118212794065,-0.110635618771,-0.116408114689,-0.122002409603,g - 
1495,Tim,Duncan,LAL@SAS,SAS,LAL,O,Knee,g,,"Duncan, Tim",5800.0,C,5000.0,C,24.33,PF,10600.0,"C,PF",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,32.0,21.3311812004,34.1298899207,22.2467243589,36.1717334111,21.7133121516,35.3182738795,21.3319580205,34.1311328328,21.5321157354,35.2150118674,0.314813308956,-0.344708816855,5.12501373323,9.64147540826,0.4,0.4,0.45,0.2,0.3,0.25,,,,,,O - Knee
1713,Vince,Carter,DAL@MEM,MEM,DAL,g,,,,"Carter, Vince",3500.0,SF,3000.0,SG,8.63,SG,5000.0,"SG,SF",0.812469564127,0.219873545774,2.59835145456,0.680325064264,0.404117180743,1.45526015236,0.46613411309,0.489939704373,1.8593773331,1.54433835596,0.739306782212,4.52043769692,0.574577995162,13.7857142857,4.40256148929,9.04138384392,4.73333270561e-14,8.73459424856,9.44219063112,8.82756738783,9.10424763967,8.8065033544,9.48619118551,8.89478654739,9.1541891928,9.07409474931,5.0,22.0,3.16798755129,13.9391452257,3.42462717669,15.0688593276,3.20170682938,14.0880097995,3.30205872941,14.5290584094,3.27925632282,14.4293941532,0.523476436959,-0.820359862637,5.8377767255,6.37637951551,0.4,0.6,0.65,0.0,0.0,0.0,-0.00521620456843,-0.00319175005939,-0.00487600121167,-0.00362270333614,-0.00237281178975,g - 
1717,Dirk,Nowitzki,DAL@MEM,DAL,MEM,g,,,,"Nowitzki, Dirk",7000.0,PF,6000.0,PF,29.2,PF,11700.0,"C,PF",1.40797020123,0.744769060243,3.8917030671,3.03529232409,0.555607466612,5.36634573544,0.538482316728,1.05046240981,5.92195320205,5.34486269541,1.64280858638,12.725129453,2.80225355236,29.1428571429,15.1347875296,26.5691392148,1.64987067844e-07,25.869127018,27.6162612695,26.2696257714,26.6905313112,28.1330862722,29.8566920047,28.581118548,28.9096024702,28.7425508989,25.0,36.0,22.1916530792,31.955980434,23.6424471231,34.2773887434,22.4872451027,32.6138978339,22.896289115,32.9706563256,22.7281898759,33.0382743069,-0.0141368804674,-0.122153803944,4.36526106468,7.23532423211,0.4,0.5,0.35,0.2,0.2,0.15,-0.0776848763692,-0.0768775252275,-0.0793159286091,-0.0761445985943,-0.0745778519049,g - 
1889,Andre,Miller,CHI@MIN,MIN,CHI,g,,,,"Miller, Andre",3500.0,PG,3000.0,PG,5.0,PG,5000.0,"PG,SG",1.36112563643,0.0178865661654,0.0929090560915,0.462089610776,0.214361884602,0.481315926211,0.202592907762,0.485018421319,0.695677810813,0.806844381752,0.0228850612798,1.47015200767,0.341098423332,6.42857142857,1.97767224812,4.91421807802,3.22686979107e-17,4.81011460227,5.09885024657,4.84489850527,4.82155713291,4.7752984097,5.12113459548,4.80754189756,4.79112165786,4.95769112385,3.0,22.0,2.24472014773,16.4612810833,2.37946344259,17.4585916411,2.26095262998,16.5895123487,2.25005999536,16.500439966,2.29330176199,16.8298013746,1.13172954889,0.172705589619,8.19621044219,8.01525965592,1.0,1.0,0.75,0.0,0.0,0.2,0.00541585217849,-0.00346645427474,0.00581102786689,0.00473440723085,-0.0067624737957,g - 
1891,Jason,Terry,POR@HOU,HOU,POR,g,,,,"Terry, Jason",3500.0,PG,3200.0,PG,,,,,1.37009047966,0.121010724563,3.37200973644,0.683468196115,0.178733701373,1.06814616186,0.820016358132,0.607573891014,1.24687986323,2.28182739946,1.34560127647,5.31053827811,0.54216216773,17.6428571429,6.45141824313,12.1965195736,4.37562105522e-13,11.2772900729,12.3162227841,11.3396352003,11.9500907111,10.6026997112,11.6979428952,10.661446529,11.2724843961,11.6188915626,9.0,26.0,5.75278764851,16.6191643179,6.28276893924,18.1502818309,5.78459065766,16.7111001286,6.09599769068,17.6106599953,6.22170557036,17.973896692,0.327169841301,-0.215054226988,6.8784736518,6.12743228087,0.6,0.7,0.65,0.0,0.0,0.1,0.0382358909458,0.0350442042269,0.038439843718,0.0384068356709,0.0327400492085,g - 
1897,Metta,World Peace,LAL@SAS,LAL,SAS,g,,,,"World Peace, Metta",3500.0,SF,3000.0,SF,10.3,SF,5000.0,"PF,SF",0.707845302658,0.300667884858,1.57380027125,0.783195905454,0.421299570431,1.42876661876,0.636558527269,0.488444958154,1.85006618919,1.48837542848,0.569817755408,4.49850982635,0.556380795326,15.0714285714,4.10294940769,8.8681151699,1.36330658323e-14,8.7708046548,9.39244258216,8.86331122538,9.05571353251,10.0191579499,10.7488073244,10.1297779658,10.3923198136,10.2821660249,12.0,27.0,6.98338948818,15.7126263484,7.47834055691,16.8274729714,7.05704165672,15.879550446,7.21023636711,16.223031826,7.0608658143,15.8885570379,0.316956782321,-1.29045717993,5.16793985445,5.21369092864,0.8,0.6,0.578947368421,0.0,0.0,0.157894736842,-0.0828291285818,-0.0899957648864,-0.0840309685571,-0.0886847769424,-0.0938232794774,g - 
1938,Manu,Ginobili,LAL@SAS,SAS,LAL,O,Groin,g,,"Ginobili, Manu",4500.0,SG,4100.0,SG,18.15,SG,7800.0,"SG,SF",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,26.0,16.9397131121,27.5270338072,18.1516640953,29.5486461349,17.0587462457,27.7726546294,17.4335025341,28.3294416179,17.7177283515,28.8605245241,0.14954183207,1.21054082319,4.84568056676,7.80488105789,0.6,0.5,0.4,0.0,0.2,0.25,,,,,,O - Groin
2199,Tyson,Chandler,UTA@PHX,PHX,UTA,g,,,,"Chandler, Tyson",4600.0,C,4500.0,C,25.25,C,9000.0,C,0.905559936284,0.636808238917,0.0188783487954,2.00160977852,2.56202317808,4.96302031462,0.459548611342,1.09817304367,7.5250434927,2.14379023296,0.0,4.1991667513,1.2974974647,24.0714285714,5.58507793062,17.3813223394,1.82028714407e-09,17.0680106831,18.0517332582,17.5026467364,17.0680106831,19.0715142398,20.2332548466,19.616838284,19.0715142398,19.5516319601,14.0,34.0,9.92679553084,24.1079320035,10.4655891549,25.7886978166,10.1462391303,25.0131334712,9.92679553084,24.1079320035,10.0645626548,24.9388647922,1.44652441987,3.19650441915,7.99172045425,10.6174513391,0.2,0.2,0.3,0.2,0.3,0.25,-0.0832316017619,-0.0906270096065,-0.087829915925,-0.0832316017619,-0.0901612305317,g - 
2200,Pau,Gasol,CHI@MIN,CHI,MIN,O,Hand,g,,"Gasol, Pau",8700.0,C,8700.0,C,37.38,C,17000.0,"C,PF",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,38.0,30.3849029792,46.1850525283,32.286068255,49.6614277047,31.2079271961,48.022653295,30.4826935938,46.3336942626,31.2115507652,48.2136792563,0.155671147856,0.662354807817,4.98364474816,10.3604226501,0.0,0.1,0.2,0.4,0.4,0.35,,,,,,O - Hand
2207,Joe,Johnson,BKN@PHI,BKN,PHI,g,,,,"Johnson, Joe",5300.0,SG,5100.0,SF,22.95,SF,10300.0,"SG,SF",4.65618870057,0.0459512773707,4.51865658724,1.7991109082,0.64876435122,3.71825266223,0.863330132549,2.19787160128,4.36701701345,4.66921080999,1.71862746041,12.0904133176,1.46387034773,35.3571428571,12.5209194281,25.517354519,0.00022732968103,24.3663141137,26.5839332852,24.6256837543,25.2256278439,23.1586277536,25.1877424742,23.3895989033,23.9569253401,24.2170253691,27.0,39.0,18.607003505,26.8767828405,20.2741989294,29.357834399,18.7788083786,27.1978258256,19.2632067171,27.8246319247,19.4513050255,28.1919490526,0.554151996067,0.499684705482,4.82842888424,9.91725452204,0.2,0.2,0.25,0.4,0.4,0.3,0.0341567859413,0.0394882249579,0.0349599755845,0.0358824950565,0.0367769860572,g - 
2210,Richard,Jefferson,NOP@CLE,CLE,NOP,g,,,,"Jefferson, Richard",3500.0,SF,3000.0,SF,6.8,SF,5000.0,"SG,SF",0.559364097584,0.174017342689,1.45164254806,0.926604595484,0.144025320362,0.950894683451,0.254929054488,0.376059057197,1.09492000381,1.44557119684,0.585204112512,3.06036366349,0.565304842451,12.7857142857,4.04165134864,7.01039186683,1.08559374733e-17,6.67643523675,7.21181285457,6.73118126971,6.969037293,6.69603022106,7.27508612889,6.75207880171,7.00447442505,7.07512662555,9.0,30.0,4.69961363033,15.6653787678,5.0764715957,16.9218546597,4.73814992145,15.7941157455,4.90557932357,16.3519310786,4.93468921691,16.4493409545,0.326666492577,-0.696813713865,8.29731610495,5.83554503526,0.8,0.8,0.8,0.0,0.1,0.05,-0.00153256860582,-0.00494874771259,-0.00163444384313,-0.00277161926625,-0.00506305375442,g - 
2216,Zach,Randolph,DAL@MEM,MEM,DAL,g,,,,"Randolph, Zach",5900.0,PF,5900.0,PF,25.15,PF,11150.0,"C,PF",1.32230195208,0.129842925274,0.169280708956,2.64779001783,3.07890096997,5.19505734117,0.609321154428,1.66717788044,8.27395831114,5.88041232488,0.0233667943634,11.5433644658,2.04054338535,28.2142857143,13.8247348295,25.794669397,3.70470907389e-07,25.5480880099,27.2146668913,26.3693945539,25.5597714071,25.4946505055,27.0172503042,26.25336796,25.5089265329,25.4762925692,21.0,35.0,19.0155389238,31.6925648731,20.0429626297,34.0721142147,19.4138232191,33.0235485304,19.0242349207,31.7070582012,18.9150478807,32.4146388423,0.794914419734,0.858915011057,5.41667832167,9.61131330435,0.6,0.5,0.4,0.4,0.2,0.3,0.00189398749973,0.00699704359316,0.00411233497244,0.00180209680839,0.0112842419959,g - 
2225,Tony,Parker,LAL@SAS,SAS,LAL,g,,,,"Parker, Tony",5200.0,PG,4900.0,PG,21.8,PG,9000.0,PG,5.06128992332,0.113404182612,0.756780416924,2.30297170585,0.243590220112,2.00115605043,0.672017135361,1.3908505016,2.24474627054,5.07096604091,0.352220298618,9.18424099791,1.71308235376,23.9285714286,12.2072347342,22.7093815607,3.09721091068e-06,22.6728572782,23.6959590103,22.8244236102,22.8489674275,20.599021559,21.6790109811,20.7301117022,20.763200042,20.658056669,21.0,32.0,19.897970268,30.3207165989,20.7770710609,31.8427505973,20.0122011874,30.6772345995,20.0525266379,30.5562310672,19.904981654,30.5743691294,0.162753846806,-0.758073387649,4.37698195273,8.26205838128,0.6,0.5,0.35,0.2,0.3,0.4,0.0866677613988,0.0842903653964,0.0875234827228,0.0871663982005,0.0857270103989,g - 
2399,Mike,Dunleavy,CHI@MIN,CHI,MIN,O,Back,g,,"Dunleavy, Mike",4200.0,SF,3000.0,SF,20.9,SF,5000.0,"SG,SF",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.9285714286,35.9285714286,13.3651880004,22.9443329837,14.526902152,24.9599959057,13.4990051318,23.1953808847,14.0407569325,24.1040980787,14.3477696258,24.6595778535,,,40.0,,0.6,0.4,0.5,0.4,0.4,0.4,,,,,,O - Back
2400,Drew,Gooden,WAS@CHA,WAS,CHA,g,,,,"Gooden, Drew",3500.0,PF,3100.0,PF,10.33,PF,5000.0,"C,PF",0.507582416424,0.275079712998,1.05968346209,0.472151775863,0.756015757538,2.15193374623,0.218673816733,0.397457705694,2.90794950376,1.31409175111,0.290857560407,3.45774552309,0.361759635088,10.7142857143,3.28080069771,8.19331101018,7.4751178715e-15,8.12176308063,8.61137482834,8.26721719529,8.26719186083,7.99793784696,8.51094201042,8.1394267593,8.13728963503,8.06792071723,5.0,27.0,3.79015610429,20.4668429632,4.0186151634,21.8359397019,3.85800826798,20.9686624666,3.85802286839,20.8333234893,3.82350990721,20.8275104074,1.71282367614,3.04044092654,7.12010578803,8.22281805965,1.0,0.8,0.75,0.0,0.1,0.15,0.0115570218092,0.00937372967258,0.0119271073596,0.012124207741,0.0117030940084,g - 
2403,Nene,Hilario,WAS@CHA,WAS,CHA,O,Calf,g,,Nene,4300.0,PF,4400.0,PF,20.9,PF,7950.0,"C,PF",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,26.0,11.0316160495,23.9018347738,11.5708733768,25.1670714233,11.1713127965,24.3013568328,11.0322102667,23.9031222444,10.9097900429,23.7669995726,-0.136620121556,-0.603204647259,5.80357979712,8.61235963378,0.2,0.1,0.25,0.4,0.3,0.4,,,,,,O - Calf
2419,Tayshaun,Prince,CHI@MIN,MIN,CHI,g,,,,"Prince, Tayshaun",3500.0,SF,3100.0,SF,10.48,SF,5000.0,"PF,SF",1.16352457599,0.215209441853,0.394486490579,0.382250958711,0.615111001397,1.88348354839,0.582251031769,0.4154340616,2.49859454979,2.16871761382,0.116626136867,4.67199899586,0.248013291782,25.2857142857,4.7020746563,10.4151158919,1.33143138578e-11,10.6251618657,11.0161673624,10.7501372632,10.6834749341,10.5518014612,10.9872949355,10.6819896449,10.6166686262,10.440884399,13.0,31.0,5.46265384055,13.026328389,5.66365580461,13.5060133683,5.52688326771,13.1798634726,5.49263400567,13.097819552,5.35463282155,12.7692366086,0.54053446587,-0.39281054001,7.0514634832,4.9073925827,0.6,0.6,0.7,0.0,0.1,0.1,0.00290125893485,0.00114184739396,0.00269510354634,0.00264205737341,-0.00101909350057,g - 
2440,Matt,Barnes,DAL@MEM,MEM,DAL,g,,,,"Barnes, Matt",4900.0,SF,4700.0,SF,22.2,SF,8500.0,"SG,SF",1.77910843233,0.423772922285,4.66831674938,1.28465360098,0.898470771872,3.906097495,0.972872943021,1.2024146515,4.80456826687,3.11346086261,1.53069513242,7.72662517217,1.01117988883,25.8571428571,8.76879674647,19.9688259712,2.16549001811e-07,18.7938183943,20.4190041825,19.0524492906,19.5591659605,19.222819327,20.7706977971,19.4746125029,19.9133895217,20.2546683064,18.0,36.0,13.0829896005,26.1659792009,14.2024135087,28.5576475964,13.2511101033,26.6550407855,13.6157729891,27.2315459782,13.8850564506,27.9738202598,-0.227457745659,-0.527718436682,6.53152888421,9.0050691575,0.4,0.2,0.3,0.0,0.3,0.35,-0.01659119629,-0.0136014105072,-0.0163267540687,-0.0136992537462,-0.011054675947,g - 
2446,Rasual,Butler,LAL@SAS,SAS,LAL,g,,,,"Butler, Rasual",3500.0,SF,3000.0,SG,6.4,SF,5000.0,"SG,SF",0.539138055498,0.461732620183,1.4229516327,0.420093583367,0.0574388432691,1.25528073113,0.237210336529,0.202678756085,1.3127195744,1.34098643355,0.502253877285,2.83560966894,0.301029674828,9.64285714286,3.48525641921,7.33024174535,3.18979581681e-17,7.06443414907,7.48253655563,7.13007023895,7.31556108771,6.5046963403,6.90943966228,6.56997532297,6.72946034474,6.73207843368,2.0,15.0,1.46521597166,10.9891197874,1.55193348478,11.6395164893,1.47882935984,11.0912355522,1.51730155893,11.379761692,1.52034640533,11.4026185113,0.664297920905,-0.71779679861,5.4272042024,5.66954603369,1.0,0.9,0.9,0.0,0.0,0.05,0.058046883873,0.0594322704216,0.0580839172127,0.0607808177899,0.0620317508396,g - 
2544,LeBron,James,NOP@CLE,CLE,NOP,g,,,,"James, LeBron",10200.0,SF,9800.0,SF,44.03,SF,18800.0,"PF,SF",6.02372555453,0.779397307134,3.73451235525,7.49706497958,1.14990345819,6.06528549522,1.21037774917,2.92343201042,7.21518895341,10.4654829712,1.05202521373,19.8283087252,5.39862801928,37.5714285714,27.3816191754,46.7277295418,0.0163989487966,46.1315523535,48.9448829866,46.9571543745,46.6575649603,46.1560331322,49.3663652352,47.1438885329,46.7105252704,47.0900167968,29.0,40.0,35.6072438318,49.113439768,37.539331577,52.2375184227,36.005077173,50.1213054516,36.0132535625,49.6734531897,35.7711421307,49.8985918233,-0.0300092223878,0.0623376269491,4.40422105719,8.9650345215,0.0,0.1,0.15,0.4,0.3,0.25,-0.000651579661041,-0.0112181587081,-0.00497011067803,-0.00140959000038,-0.00964262656084,g - 
2549,Chris,Kaman,POR@HOU,POR,HOU,g,,,,"Kaman, Chris",3500.0,C,3000.0,C,,,,,0.305711090091,0.216895878089,0.0372696550456,0.382209696661,0.661542376638,1.30844495304,0.0744205217263,0.478854147014,1.96998732968,1.28928978057,0.0,2.6491993528,0.248976160755,6.35714285714,2.8275557219,5.71852790707,1.10847624213e-18,5.75388580527,6.09181332439,5.85238625089,5.75388580527,5.3880815282,5.72872415861,5.47861071301,5.3880815282,5.35871051401,2.0,24.0,1.81021126458,21.722535175,1.91652520076,23.2113402689,1.84119982932,22.3074358116,1.81021126458,21.722535175,1.79908697877,21.8730941044,1.47880099584,1.85698434507,8.72496418331,4.92310514673,1.0,0.8,0.55,0.0,0.1,0.35,0.057542245832,0.0571151496746,0.0587961520255,0.057542245832,0.0566004887955,g - 
2550,Kirk,Hinrich,CHI@MIN,CHI,MIN,g,,,,"Hinrich, Kirk",3500.0,SG,3500.0,PG,7.73,PG,5000.0,"PG,SG",1.55616639149,0.0695032233489,1.62347106514,0.500632804459,0.226862033014,1.22592961892,0.427041327748,0.755706929803,1.45279165194,1.43267736905,0.696632189849,3.47456583268,0.429956564143,15.5714285714,3.9919434921,8.92591083064,1.53588028697e-12,8.30692523404,9.10573552789,8.37956596807,8.65524132897,8.0396341193,8.80119106897,8.11614896326,8.34974613502,8.59735613275,9.0,24.0,4.80125036463,12.8033343057,5.26294739368,14.0346452461,4.84323471231,12.9154114291,5.00257067637,13.3401884703,5.15901179696,13.7575232642,1.09881345124,1.05234864554,6.54728458858,6.4965305567,0.8,0.7,0.85,0.0,0.1,0.05,0.0171654844326,0.0195579010316,0.0169166883818,0.0196189574097,0.0210998429838,g - 
2555,Nick,Collison,OKC@GSW,OKC,GSW,g,,,,"Collison, Nick",3500.0,PF,3100.0,C,7.23,PF,5000.0,"C,PF",0.71631117409,0.262980127549,0.118359615746,0.656096835916,1.2490525016,1.51129220726,0.271956132192,0.683206762559,2.76034470886,0.883369347998,0.0230373588816,2.02550064479,0.482047923022,10.9285714286,2.2718239779,7.21899228388,2.3589841891e-14,7.04537014659,7.53651635333,7.18339429261,7.05688882603,6.83894191961,7.29332947402,6.96646220949,6.85611396177,6.9918204239,5.0,18.0,3.22337196249,11.604139065,3.44807621604,12.4144336783,3.28651710329,11.8328208724,3.22864194655,11.6231110076,3.3028027122,11.8919021637,0.462736271982,-0.662320441588,4.87044703856,5.94580879918,0.6,0.8,0.8,0.4,0.2,0.1,0.0188888573703,0.0222523941852,0.0198499945343,0.0183715562064,0.0207869675795,g - 
2561,David,West,LAL@SAS,SAS,LAL,g,,,,"West, David",4300.0,PF,4300.0,PF,18.15,PF,6750.0,PF,1.89137443307,0.626038806271,0.0905387542374,1.31062626165,0.802984587275,3.75217458289,0.491456287163,0.84687533767,4.55515917016,3.51719271692,0.0257174750523,6.05444087034,0.95743089709,19.2142857143,8.01753380599,17.6784541793,2.23171725551e-07,17.708901309,18.3843939942,17.9480975878,17.7217600465,17.4684569295,18.2388680154,17.7009939238,17.4814091847,17.4954561604,9.0,25.0,8.29487570606,23.0413214057,8.60592574504,23.9815711168,8.40156385953,23.4138992126,8.30089875784,23.0580521051,8.27347878203,23.0834897635,0.682474073146,0.250929931114,5.64150074114,7.93231679019,0.8,0.4,0.4,0.2,0.3,0.3,0.0125138338781,0.00757384276265,0.0128604137397,0.0125089667836,0.00952406046286,g - 
2564,Boris,Diaw,LAL@SAS,SAS,LAL,g,,,,"Diaw, Boris",3500.0,PF,3600.0,PF,12.68,PF,5050.0,"C,PF",2.38597432013,0.237985354793,0.741589455435,0.988832163343,0.76566084805,2.55771600856,0.355909821901,0.908720407381,3.32337685661,2.64438476946,0.232706609557,4.77473130483,0.825313533461,17.4285714286,6.34678968194,14.4739010357,1.11684299696e-07,14.1928733361,14.930699606,14.3599860976,14.3092266409,13.3411455249,14.2310369881,13.4957744303,13.5226299857,13.7631342979,14.0,25.0,11.4008326798,20.3586297854,11.9928599816,21.436927861,11.534417983,20.618281435,11.4942968099,20.5255300176,11.6257059947,20.7882596907,0.542048504965,0.629205011619,4.35917985171,7.12612325553,0.4,0.4,0.3,0.0,0.2,0.35,0.0488696285101,0.0401445764363,0.0495859153344,0.0451325949702,0.0407816980668,g - 
2570,Kendrick,Perkins,NOP@CLE,NOP,CLE,g,,,,"Perkins, Kendrick",3500.0,C,3000.0,C,5.43,C,5000.0,C,0.430897299835,0.215684530494,0.00400817303349,0.4880203479,0.586672144141,1.30787873241,0.076713348774,0.635177384189,1.89455087655,0.931494980718,0.0,1.58003562584,0.209180498354,8.35714285714,2.07217045979,5.12206725216,6.26215023566e-18,4.94159583575,5.35391229979,5.03632360769,4.94159583575,5.18096346723,5.6410288803,5.28752878913,5.18096346723,5.398969847,2.0,17.0,1.18260413163,10.0521351189,1.28127810262,10.891563793,1.20527397118,10.2455286758,1.18260413163,10.0521351189,1.22579379952,10.4201805236,0.636036262917,0.66735062671,5.75036230743,5.40371271545,1.0,0.9,0.85,0.0,0.0,0.0,-0.0286422806904,-0.0343558301471,-0.0300587396593,-0.0286422806904,-0.033133643827,g - 
2571,Leandro,Barbosa,OKC@GSW,GSW,OKC,g,,,,"Barbosa, Leandro",3500.0,SG,3100.0,PG,11.6,SG,5000.0,"PG,SG",1.85480619744,0.119744290747,2.00257992389,1.11053232488,0.35805105335,1.20485647499,0.971843094673,0.925641656806,1.56290752834,2.91855775463,0.694817982883,6.73338586038,0.94999337145,16.7142857143,7.48192686358,13.6391233456,5.43166418143e-11,13.3971583078,14.2855504653,13.4753206455,13.7445672992,12.8986758761,13.7762079366,12.9757791268,13.2265097434,13.1772515077,9.0,21.0,7.21385447342,16.8323271047,7.69221036426,17.9486547609,7.25593276896,16.9306737052,7.40092085343,17.2688153247,7.34413118391,17.1365246367,0.321391619278,-0.163354489397,4.18841940866,6.04168850571,0.8,0.5,0.6,0.0,0.2,0.15,0.02982373523,0.0304734846218,0.029887099405,0.030994896503,0.0276333578235,g - 
2581,Steve,Blake,DET@IND,DET,IND,g,,,,"Blake, Steve",3500.0,PG,3000.0,PG,10.78,PG,5000.0,"PG,SG",2.82120253453,0.0654012791827,2.42934773156,0.278342515746,0.156261976137,1.48532775551,0.443852674044,1.33660355055,1.64158973165,1.53639810864,0.87797222522,4.13267747377,0.191516804078,15.8571428571,4.14228524658,10.9836246851,6.42726120227e-10,10.0259010822,11.2153782464,10.1080903586,10.4648871949,10.0360019523,11.1976110089,10.1136823489,10.4640214019,10.9746304023,7.0,21.0,4.4258482255,13.2775446765,4.95088428686,14.8542349321,4.46208152554,13.3878266481,4.61963488782,13.8589046635,4.84856251041,14.54779677,0.222914609382,-0.757780969977,4.5325859038,6.33624922073,0.6,0.6,0.6,0.2,0.1,0.2,-0.000636991803602,0.00112045642409,-0.000352648040675,5.45995552564e-05,0.000567207023844,g - 
2585,Zaza,Pachulia,DAL@MEM,DAL,MEM,g,,,,"Pachulia, Zaza",6300.0,C,5700.0,C,27.18,C,11450.0,C,1.84805065096,0.315466211202,0.0411611535902,3.73065944005,3.7173524678,7.19288782246,1.01165144129,1.95177926587,10.9102402903,3.21818194027,0.0,7.17269624876,3.01000497937,31.2142857143,9.4463688599,27.0995134734,8.91159239082e-06,26.0131892238,28.0848903345,27.1090007015,26.0131892238,28.3038051404,30.5708023025,29.5650682352,28.3038051404,29.5050524467,21.0,38.0,17.500864146,31.6682303594,18.5984409788,34.4659666115,17.9418928047,33.2779270584,17.500864146,31.6682303594,17.8367889387,33.35813448,-0.741401162346,0.0823895232551,5.64080718282,8.7917716205,0.4,0.5,0.3,0.4,0.2,0.5,-0.073383576277,-0.0796402003482,-0.0786840857476,-0.073383576277,-0.0770653218009,g - 
2588,Matt,Bonner,LAL@SAS,SAS,LAL,g,,,,"Bonner, Matt",3500.0,C,3000.0,PF,5.0,PF,5000.0,"C,PF",0.246450360986,0.0386974700253,0.52010843742,0.167934496343,0.132634693406,0.605479380676,0.107380796056,0.0564173636757,0.738114074083,0.603562401061,0.201579605598,1.18055985765,0.144514484895,4.64285714286,1.55321889262,3.16096011567,5.37376034179e-24,3.04437049148,3.21027467987,3.08127619523,3.14516029428,3.00095720542,3.22664147179,3.03505152105,3.15816617379,3.21653804714,0.0,18.0,0.0,11.8027902131,0.0,12.4462615556,0.0,11.9461443536,0.0,12.1935445255,0.0,12.2551639723,1.3366436907,0.720668358152,6.33370266698,4.98049881247,1.0,1.0,0.9,0.0,0.0,0.0,0.00935055392163,-0.00352515518266,0.00995608366938,-0.00280126635594,-0.0119706313927,g - 
