Player_ID,First Name,Last Name,Game,Team,Opponent,Injury Indicator,Injury Details,LAST_COMMA_FIRST,FD_Salary,FD_Position,DK_Salary,DK_Position,DD_Salary,DD_Position,PROJ_AST,PROJ_BLK,PROJ_FG3A,PROJ_FTA,PROJ_OREB,PROJ_DREB,PROJ_STL,PROJ_TOV,PROJ_REB,PROJ_FGM,PROJ_FG3M,PROJ_FGA,PROJ_FTM,PROJ_MIN,PROJ_PTS,PROJ_DD,PROJ_TD,PROJ_FD,PROJ_DK,PROJ_DP,PROJ_YH,PROJ_UNADJ_FD,PROJ_UNADJ_DK,PROJ_UNADJ_DP,PROJ_UNADJ_YH,PROJ_UNADJ_DD,PROJ_FLOOR_MIN,PROJ_CEIL_MIN,PROJ_FLOOR_FD,PROJ_CEIL_FD,PROJ_FLOOR_DK,PROJ_CEIL_DK,PROJ_FLOOR_DP,PROJ_CEIL_DP,PROJ_FLOOR_YH,PROJ_CEIL_YH,PROJ_FLOOR_DD,PROJ_CEIL_DD,PROJ_HIST_FD_Skew,PROJ_HIST_FD_Kurt,PROJ_HIST_MIN_std,PROJ_HIST_FD_std,PROJ_Bust5,PROJ_Bust10,PROJ_Bust20,PROJ_Boom5,PROJ_Boom10,PROJ_Boom20,ADJ_FD,ADJ_DK,ADJ_DP,ADJ_YH,ADJ_DD,Status
101181,Jose,Calderon,DEN@NYK,NYK,DEN,,,"Calderon, Jose",4400.0,PG,4400.0,PG,8150.0,PG,4.87841360488,0.112704935593,2.90803859005,0.699141839027,0.389944174989,3.12600741557,0.905522169769,1.25695948084,3.51595159056,3.01419318597,1.21710614908,6.35975725774,0.613428205175,29.7857142857,7.85892072619,21.3640057334,3.81645420522e-05,20.1751777721,21.6070133524,20.3699805374,20.7837308466,19.6465391158,21.1491003181,19.8267439692,20.2775244248,20.8529417254,18.0,35.0,12.1921937615,23.7070434252,13.0462032472,25.4292214321,12.2986438482,23.9756337119,12.5599524541,24.4221297718,12.8956383464,25.156288455,0.272164187589,-0.752977060943,6.31486745866,8.00685133916,0.2,0.3,0.25,0.4,0.4,0.45,0.0177480604015,0.0153735790891,0.0182381581661,0.0169949398209,0.0171580242503,-
200751,Randy,Foye,DEN@NYK,DEN,NYK,,,"Foye, Randy",3700.0,SG,3200.0,PG,6300.0,"PG,SG",1.72779515388,0.198705105465,3.0377257518,0.809354500201,0.293098005852,1.31984433444,0.462713111929,0.885832432569,1.61294234029,2.12254369326,1.02122803183,5.9679724155,0.6886799846,18.0714285714,5.95499540295,11.4724984412,2.44263037748e-11,10.9192229443,11.9534077494,10.9998775172,11.4298369603,11.196709073,12.2487547793,11.2829332546,11.656871232,11.7243970498,12.0,29.0,7.25070930691,17.5225474917,7.93743584381,19.1829445201,7.30426161848,17.6527734755,7.58977315938,18.3419518018,7.61809523145,18.4114737606,0.95194533459,1.04430054952,7.66335819491,8.25182190222,0.6,0.8,0.75,0.4,0.2,0.15,-0.0153549636429,-0.0163433139074,-0.015663163329,-0.0125631612797,-0.0139390534437,-
200752,Rudy,Gay,SAC@BOS,SAC,BOS,GTD,Ankle,"Gay, Rudy",7200.0,SF,6800.0,SF,13350.0,"PF,SF",1.64610826359,0.529405278303,2.87937194612,3.79008746683,1.6981069029,4.99260701581,1.14470052833,2.04181340587,6.69071391871,7.31714780372,0.95226745906,15.5240401669,2.91858735473,32.6428571429,18.5051504212,30.6164709119,1.27435451999e-06,30.3095677264,32.3427393511,30.8456989187,30.785701456,30.0182817694,31.8786500699,30.5109657037,30.5076569892,30.334114627,27.0,40.0,25.070058207,37.1408269733,26.6599432029,39.843726092,25.4216909415,38.0092782972,25.4638843553,37.7242731189,25.2014842667,37.798852561,-0.349980934346,1.91651436553,6.45590016454,9.44923092724,0.4,0.3,0.25,0.4,0.5,0.35,0.0089234210027,0.0142171771046,0.0102544092102,0.00851777359967,0.00864986430867,GTD - Ankle
200755,J.J.,Redick,LAC@MIA,LAC,MIA,,,"Redick, JJ",4800.0,SG,4900.0,SG,8550.0,SG,1.53260604451,0.0595021285715,5.60597725003,2.89391860451,0.12633912584,1.52434791393,0.557242160018,0.925754661168,1.65068703977,4.99395850778,2.70550465699,10.8940292639,2.49836457419,27.5,15.1917862467,21.4562887062,4.01512430277e-11,19.7792536772,21.6774363529,19.8618066938,21.1320060057,20.2224064606,22.1250732193,20.3088244476,21.5368245224,21.8770874739,22.0,33.0,15.8234029418,23.7351044127,17.3419364082,26.0129949229,15.8894326809,23.834239332,16.9056048046,25.3584072069,17.1650140662,25.7476415116,0.145794524054,0.746971274733,6.07970409908,8.0481593899,0.6,0.4,0.3,0.4,0.4,0.45,-0.0161146466661,-0.0162777042348,-0.0162551910465,-0.0147206733317,-0.0153017733713,-
200757,Thabo,Sefolosha,ATL@ORL,ATL,ORL,,,"Sefolosha, Thabo",3900.0,SF,3800.0,SF,6400.0,"SG,SF",1.48907103659,0.540360236284,1.63088563097,1.31543363312,0.706362129407,3.5369866939,1.27514709214,0.823038380078,4.24334882331,2.51036606361,0.509389926179,4.86068232687,0.889065655861,22.5,6.41918770926,16.9979615097,1.51446010256e-08,16.5527891289,17.4358709085,16.7696567554,16.807484092,16.2563380355,17.144685379,16.4789378955,16.4917730381,16.6368828955,17.0,32.0,12.5065517863,23.5417445388,13.1705686376,24.858757662,12.667206833,23.9112530886,12.6989879806,23.9039773752,12.83863695,24.2563028659,-0.202904625005,0.738550665955,5.79121440211,8.0364510758,0.4,0.3,0.3,0.4,0.3,0.35,0.0131756041512,0.0129415790908,0.0129208382178,0.0140316023959,0.0160479384081,-
200765,Rajon,Rondo,SAC@BOS,SAC,BOS,,,"Rondo, Rajon",8400.0,PG,8000.0,PG,14900.0,PG,11.0178873347,0.210175194457,1.94196003898,2.44519879568,1.11833856243,4.79494805106,1.7580788868,4.41047799822,5.91328661348,4.75104632657,0.632119659626,10.5191718808,1.39893046331,34.8571428571,11.5331427761,37.2746046859,0.0370203352058,34.6819478786,38.4268657581,35.9055669292,34.9980077084,36.4153888218,40.1123953394,37.7922710553,36.787341781,39.0146441598,25.0,44.0,24.8743478637,43.7788522402,27.0894784234,49.3256710245,25.2811698371,46.1430479126,25.1010301187,44.1778130089,26.1564001684,47.8987335208,-0.163230253746,-0.237710207096,6.73033647584,10.9819288618,0.2,0.1,0.15,0.4,0.4,0.3,-0.0497298631253,-0.048355356839,-0.0541267577153,-0.0513333545429,-0.0499191652368,-
200794,Paul,Millsap,ATL@ORL,ATL,ORL,,,"Millsap, Paul",7800.0,PF,7900.0,PF,13500.0,"C,PF",3.37204014998,1.49980226512,2.56977732107,5.58898008629,2.13764179932,5.89341959518,1.36996729784,2.02979516428,8.0310613945,6.26190329622,0.889526049948,12.7314618452,4.37817513915,31.0,17.7915077815,37.1390076986,0.000704801169133,36.1965856415,38.4762586921,37.016598085,36.6413486665,35.3914832818,37.7637484084,36.2362872477,35.797513686,36.4171003372,26.0,36.0,30.3584266671,42.034744616,32.1133373256,44.8888335544,30.8891058487,43.1937438171,30.7314537203,42.5512436127,30.940413385,43.4000767446,-0.266260430366,-0.082477251288,4.52998723108,9.34848839621,0.8,0.4,0.2,0.0,0.4,0.5,0.0259710438616,0.022984202698,0.0251713173303,0.027220483241,0.0232873342398,-
200811,Louis,Amundson,DEN@NYK,NYK,DEN,,,"Amundson, Lou",3500.0,PF,3000.0,PF,5000.0,PF,0.412510941233,0.336484327461,0.0023308436953,0.812566512835,0.653296712906,1.01289190876,0.206219385282,0.320513386625,1.66618862166,0.744912233384,1.48101166827e-06,1.69608722664,0.372078250086,6.21428571429,1.86190419787,5.14064284947,9.79290828775e-19,5.24499099457,5.48855790709,5.32830047328,5.24499173508,4.79192233285,5.067595487,4.87639436057,4.79192320563,4.74112976332,4.0,14.0,3.37608615743,11.816301551,3.53286482923,12.3656002087,3.42971061896,12.0045604728,3.37608663407,11.8163032193,3.30891949461,11.5819826397,1.87891041222,3.44709793293,4.27283779907,5.83409110724,1.0,1.0,0.9,0.0,0.0,0.1,0.0729076007374,0.0677410790956,0.0727205238842,0.0729075794516,0.0642894621386,-
201143,Al,Horford,ATL@ORL,ATL,ORL,,,"Horford, Al",7100.0,C,6600.0,C,13150.0,"C,PF",2.78056530901,1.53370538032,2.24314774191,1.65958435177,1.93012719291,5.20814486537,0.8456018406,1.34992696906,7.13827205828,6.70913950864,0.726015219394,12.8237198128,1.34807769829,32.3571428571,15.492371935,32.1213394476,0.000104419338124,31.6378338412,33.2819764466,32.2440053524,32.0008414509,32.134314002,33.9198530101,32.7426644766,32.6013780315,32.7592111245,26.0,36.0,25.4220121814,35.1997091743,26.620490019,37.1443237068,25.7864470206,35.9894949397,25.7137004153,35.6035851904,25.6471558478,35.8909845013,0.310611314362,1.86466577947,4.20783582771,10.2886359354,0.2,0.1,0.25,0.2,0.2,0.3,-0.0153437577282,-0.0197136244786,-0.0154110987612,-0.018559629422,-0.0197134734569,-
201158,Marco,Belinelli,SAC@BOS,SAC,BOS,,,"Belinelli, Marco",4000.0,SG,4600.0,SG,7750.0,"SG,SF",1.82731523673,0.0423130762851,4.60074254654,2.45718921033,0.192827784061,1.99361522911,0.622207537861,1.38988226522,2.18644301317,3.86585135878,1.39051763456,10.0493520196,2.22095827261,26.7142857143,11.3431786247,17.2370542698,1.46916784123e-09,16.6470420587,18.1466873061,16.7564873562,17.342300876,16.8307470157,18.3527778485,16.9329949363,17.5775983613,17.5188177767,19.0,35.0,11.8398748332,21.8102957454,12.9063841336,23.776196193,11.9176322975,21.9548112319,12.3343637246,22.7211963348,12.2593981103,22.5848055812,0.268968759713,-0.753185722648,6.23109385359,8.03539046967,0.2,0.5,0.4,0.6,0.3,0.4,-0.00687665614541,-0.00771461923233,-0.00660723561773,-0.00880792725806,-0.0105472970503,-
201160,Jason,Smith,ATL@ORL,ORL,ATL,,,"Smith, Jason",3600.0,PF,3000.0,PF,5300.0,"C,PF",0.840885546557,0.614473275175,0.265083171197,0.603484226367,0.675621927598,1.73501556667,0.394779472654,0.747788172746,2.41063749427,2.44731606648,0.0772796856207,4.97462506372,0.550823345806,13.7142857143,5.52273516438,10.8743305906,8.57999732897e-13,10.9475458003,11.4806653139,11.0681313847,10.9861856431,10.4872720045,11.0105811186,10.6034236037,10.5229759646,10.4162190326,8.0,20.0,6.38606838348,15.9651709587,6.69702354586,16.7446957906,6.45637875383,16.1430838105,6.40860829179,16.0215207295,6.34331788369,15.8611439417,1.06869097711,1.24955028295,5.80273865502,5.82443819937,0.8,0.8,0.7,0.2,0.1,0.1,0.0335616309403,0.034276972579,0.0338849423697,0.0337757057223,0.0334039677702,-
201167,Arron,Afflalo,DEN@NYK,NYK,DEN,,,"Afflalo, Arron",5100.0,SG,5100.0,SG,9150.0,"SG,SF",2.07274345252,0.194412248468,4.09939834755,2.88715862612,0.326747025809,3.48984919616,0.374598566237,1.13535842101,3.81659622197,6.41152247301,1.53100587155,13.6238833026,2.47701320359,35.0,16.8310640212,24.9178654909,3.45760885633e-07,24.5227578747,26.0551848153,24.722002669,25.2882608105,22.7121651291,24.2374384578,22.8997590795,23.4616467779,23.1255436124,26.0,41.0,18.2169058498,28.7266592247,19.3498737348,30.5361965872,18.3595098547,28.9744689301,18.7855651735,29.6233912351,18.503206321,29.2087048862,0.56850563765,0.18744271821,5.90950270515,9.44804666895,0.2,0.3,0.25,0.2,0.2,0.3,0.0517312213037,0.0519356102123,0.0520641025565,0.0521889723601,0.0512091965293,-
201168,Tiago,Splitter,ATL@ORL,ATL,ORL,O,Hip,"Splitter, Tiago",3600.0,C,3000.0,C,6500.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,20.0,9.27898613712,15.4649768952,9.66781325319,16.1198005657,9.40888994622,15.6882617208,9.2789866699,15.4649777832,9.25968239827,15.4418419654,-0.0437170771206,-0.877569023751,3.68738734022,4.77220790138,0.4,0.5,0.6,0.2,0.1,0.2,,,,,,O - Hip
201177,Josh,McRoberts,LAC@MIA,MIA,LAC,,,"McRoberts, Josh",3500.0,PF,3000.0,PF,5000.0,"C,PF",1.37532696684,0.0998440027078,1.06940121206,0.844862357022,0.524944116998,1.82258127888,0.348357204933,0.758104180033,2.34752539588,1.26121147573,0.270921389862,2.89318772012,0.612281104233,13.5714285714,3.40562544555,8.72517048432,1.47487514812e-11,8.42394460611,9.05584528799,8.54133250305,8.55940530104,8.61807499325,9.25933203448,8.73445296221,8.73904035127,8.93704468335,5.0,19.0,3.10355853909,11.7935224485,3.33635976985,12.6785667835,3.14680242803,11.9582488846,3.15346511091,11.9831674215,3.21453078274,12.215749834,0.504411756547,0.0570733620465,5.52710711344,6.17318740633,1.0,0.6,0.6,0.0,0.1,0.1,-0.0143043443162,-0.0149937602674,-0.0142299285701,-0.0132362668593,-0.0156117830868,-
201228,C.J.,Watson,ATL@ORL,ORL,ATL,O,Calf,"Watson, CJ",3600.0,PG,3000.0,PG,6000.0,PG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,27.0,10.041837026,19.3663999787,10.8311798774,20.8993200233,10.1207214777,19.5291502524,10.3139214914,19.8911343048,10.51320051,20.2895967501,0.327861126467,-0.836468677529,4.10356987442,6.11238496824,0.4,0.5,0.35,0.4,0.3,0.45,,,,,,O - Calf
201568,Danilo,Gallinari,DEN@NYK,DEN,NYK,,,"Gallinari, Danilo",7100.0,SF,6900.0,SF,13150.0,SF,2.54531850254,0.468626799033,4.52648914033,9.49946404823,0.970822234925,4.45224275091,0.685397457684,1.33326804354,5.42306498584,5.43581739081,1.69685918621,13.206669324,8.68734188485,34.7142857143,21.2558358527,33.1413528028,1.5230115999e-05,32.5562720594,34.4146451264,32.8995815115,33.4047016525,30.8129020028,32.7579695265,31.1605951556,31.6845223809,31.4614634309,28.0,39.0,26.2593799327,36.5755649062,27.7205827102,38.7090590073,26.4985560908,37.0069505017,26.9437099748,37.5287388935,26.6810107441,37.2937057657,-0.0554845050579,-0.731015716585,4.38800016574,9.31009444559,0.2,0.3,0.25,0.4,0.3,0.4,0.0502205366094,0.0477231654295,0.0500942571684,0.0495524893042,0.0483918749105,-
201577,Robin,Lopez,DEN@NYK,NYK,DEN,,,"Lopez, Robin",5600.0,C,5300.0,C,10750.0,C,1.10519515828,1.84011699358,0.00159253056941,2.2454491532,2.82895834437,3.60902122124,0.211559026234,1.52253963181,6.43797956561,4.38192735212,1.53177542679e-08,7.84221412365,1.87282503494,26.1428571429,10.6366797545,22.8816279286,1.83774115505e-06,22.6008603785,23.8009017842,23.0396319607,22.6008603861,21.2059994844,22.4381220434,21.6471104605,21.205999493,21.4942111484,16.0,35.0,13.8322205595,30.2579824739,14.4980249893,32.1842044647,14.0321112175,31.1650180889,13.8322205642,30.2579824842,13.9125291641,31.0598648233,0.808519573077,0.537341392303,6.93312446189,9.44712733078,0.4,0.5,0.35,0.4,0.3,0.3,0.0533553347474,0.0521281868057,0.0532658497318,0.0533553347084,0.0530705872189,-
201581,J.J.,Hickson,DEN@NYK,DEN,NYK,,,"Hickson, JJ",3500.0,PF,3000.0,PF,5200.0,"C,PF",0.455823771272,0.381418731986,0.00450846793654,2.10397690429,1.02516121235,2.39055087747,0.324695341455,0.53285009286,3.41571208982,2.05311393287,0.0,4.09615628471,1.05850287583,11.2857142857,5.16473074157,10.4925516402,3.31333583408e-14,10.8266989603,11.2644879543,10.9980629078,10.8266989603,10.4899396724,10.9844188257,10.6582416859,10.4899396724,10.2408206514,3.0,29.0,2.87798326792,27.8205049233,2.99420382076,29.424126482,2.92338197297,28.7395152867,2.87798326792,27.8205049233,2.78895431449,27.6000996229,0.780086297102,0.943803856922,9.44290321102,10.6857553978,0.6,0.4,0.4,0.2,0.4,0.45,0.0298394305717,0.0248162518959,0.0301107411872,0.0298394305717,0.0223052774921,-
201585,Kosta,Koufos,SAC@BOS,SAC,BOS,,,"Koufos, Kosta",3500.0,C,3500.0,C,6900.0,"C,PF",0.260883196109,0.685002403922,1.25272256582e-05,1.12843671685,1.66378198225,2.73427270664,0.295183844455,0.574579062825,4.39805468889,2.22587057572,3.04955564449e-07,4.25022182937,0.666523004526,14.2857142857,5.11826446091,12.0626903302,6.76611455313e-12,12.1730483157,12.6832524979,12.3959628141,12.1730484682,11.7068616725,12.1916982985,11.9187179159,11.7068618849,11.6017764252,12.0,29.0,10.2253605852,24.7112880808,10.6519683142,26.1274669166,10.4106449797,25.5442688583,10.2253607132,24.7112883903,10.1300414986,24.9945460718,0.480868264307,-0.519859937541,6.3628919964,8.07806353925,0.8,0.7,0.65,0.2,0.1,0.2,0.0326330650243,0.0344087939603,0.0334071428702,0.0326330608309,0.0322639733528,-
201589,Darrell,Arthur,DEN@NYK,DEN,NYK,O,Quadriceps,"Arthur, Darrell",3600.0,PF,3900.0,PF,5150.0,"C,PF",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,30.0,9.26319312173,23.1579828043,9.71495666149,24.347227303,9.37557636517,23.4987765622,9.37934718425,23.4483679606,9.26852491812,23.2510913036,0.778989203653,0.200425124046,6.90910622239,8.98029619816,0.6,0.3,0.35,0.4,0.6,0.45,,,,,,O - Quadriceps
201599,DeAndre,Jordan,LAC@MIA,LAC,MIA,,,"Jordan, DeAndre",8500.0,C,7800.0,C,16250.0,C,0.929560515393,2.21258416188,0.00317877356952,6.89487407057,3.88811319012,10.570479492,0.534495601808,1.20180760648,14.4585926821,5.14210877065,0.000728612752963,6.75565817997,3.25260999978,35.7142857143,13.5375561538,38.1345172958,8.18447246744e-05,36.5745600663,39.0608919892,38.4596238796,36.5749243727,36.8364950468,39.3342059701,38.7066001725,36.8370323119,38.1038728319,27.0,39.0,27.6503674102,39.9394195924,29.2715682056,42.6693390915,28.8170095147,42.0127543158,27.6506428258,39.939817415,28.4851886752,41.6625013762,0.402745762268,0.0503828332456,4.89390995115,8.76979195229,0.0,0.1,0.1,0.4,0.2,0.2,-0.00733417945328,-0.00765279146506,-0.00691533620119,-0.00733902229842,0.000858044989072,-
201601,Luc Richard,Mbah a Moute,LAC@MIA,LAC,MIA,,,"Mbah a Moute, Luc",3500.0,SF,3000.0,PF,5000.0,"PF,SF",0.56792568446,0.327582155686,1.02626058878,1.28596437792,1.10860853609,2.15023015658,0.669725912767,0.772047907942,3.25883869266,1.8724583442,0.372583443541,4.40996642768,0.725074722106,23.2857142857,4.84257485404,10.9751076085,8.58314437368e-13,10.8276380409,11.563285404,10.9909697283,11.0139297627,11.5515272368,12.3293507554,11.7316845245,11.7487464826,11.7321406709,0.0,26.0,0.0,12.0897553585,0.0,12.9118436034,0.0,12.2728162845,0.0,12.2977620663,0.0,12.2553353978,0.15705524585,-1.01163249367,9.14268300239,5.49235405033,0.6,0.7,0.55,0.0,0.0,0.05,-0.0310872660832,-0.0328985120227,-0.0318098378738,-0.0315565462536,-0.0325106223103,-
201609,Goran,Dragic,LAC@MIA,MIA,LAC,,,"Dragic, Goran",5700.0,PG,5400.0,PG,10950.0,"PG,SG",4.89073145579,0.115714685334,2.59304228566,2.20791872417,0.634482764624,2.74282652759,0.903005241769,2.26455894542,3.37730929222,4.41440403727,0.828070629801,9.78787562519,1.60426531434,31.5,11.2611440187,23.1005979855,5.04322384029e-05,22.4228932618,24.1702269669,22.6239121793,22.8369285767,23.7828463367,25.5616712307,23.9850123348,24.2253277365,24.4636211002,26.0,36.0,18.5077849145,25.6261637278,19.9309794656,27.6648206778,18.6546561488,25.8976037776,18.849528349,26.0993469448,19.0418387123,26.455805705,0.069969960349,-0.500187680719,4.06537745411,7.96459354207,0.2,0.3,0.2,0.2,0.2,0.3,-0.0431731134878,-0.0441728337715,-0.0432095287462,-0.0440761638034,-0.0432705750683,-
201952,Jeff,Teague,ATL@ORL,ATL,ORL,,,"Teague, Jeff",6100.0,PG,6000.0,PG,12900.0,PG,5.79950361546,0.388379816508,3.03567191967,3.92533829094,0.496847333896,2.35200437391,1.24413425376,2.87195496248,2.8488517078,5.0627142127,1.18312002915,11.3857268183,3.3119094084,27.9285714286,14.620457863,28.2842715269,4.66464097583e-05,27.1314085136,29.3955335316,27.3679960358,27.7229685281,26.5766711546,28.6761163068,26.776576893,27.1386948673,27.4611668016,22.0,34.0,21.3720558112,33.0295407991,23.1016787166,35.9284001595,21.5045392058,33.4600936428,21.838041705,33.7497008169,22.2084207717,34.6221409732,0.244239218097,-0.100580713764,4.51838647379,10.1269837227,0.0,0.2,0.3,0.2,0.2,0.15,0.019862718734,0.0257591845199,0.0211761329891,0.0209202845325,0.0294717804484,-
201954,Darren,Collison,SAC@BOS,SAC,BOS,,,"Collison, Darren",4800.0,PG,4800.0,PG,9500.0,PG,3.60730410931,0.058949554293,2.51933426659,3.47292649249,0.339633097086,1.65010162852,0.895805786019,1.92229036323,1.98973472561,4.29264097771,0.853631936826,9.17761427916,2.93130379205,26.6428571429,12.3702176843,20.7200778199,1.40928654301e-07,20.1560758364,21.648314281,20.260353131,20.5828918048,20.6973216789,22.1595845371,20.8081857392,21.1996172809,21.2731063659,21.0,35.0,15.8870946271,26.4784910451,17.0601572391,28.4654637277,15.9661610511,26.6421367478,16.2235125754,27.0391876256,16.3274762164,27.2549345581,0.0431489621051,-0.600182567777,5.85748248056,8.9722197517,0.4,0.6,0.4,0.6,0.4,0.5,-0.0203148573586,-0.0191897683248,-0.0205620818083,-0.0231478730979,-0.0207571036055,-
201956,Omri,Casspi,SAC@BOS,SAC,BOS,,,"Casspi, Omri",5100.0,SF,5200.0,SF,9250.0,"PF,SF",1.14029861916,0.186925393031,3.71522543316,2.1471642937,0.812934210263,5.09540368684,0.71562954384,1.61834128161,5.90833789711,4.41536031591,1.58695762092,8.94504574025,1.31784439582,27.0,11.7355226485,22.1857782256,2.05818313934e-08,20.7227446459,22.7042408381,21.1015913869,21.5162234564,20.5909204018,22.4608816253,20.9491879979,21.4064662099,22.0596834821,22.0,38.0,16.8851993411,29.1653443165,18.4530698755,32.279779913,17.1472073597,30.0241992038,17.5317376311,30.282092272,18.0150582503,31.6586418414,0.507487270378,-0.144341677315,5.82505906677,7.15149768873,0.4,0.3,0.25,0.2,0.2,0.3,0.00488237941323,0.00901330418033,0.00564456996142,0.00406508320212,0.00467017568464,-
201973,Jonas,Jerebko,SAC@BOS,BOS,SAC,,,"Jerebko, Jonas",3500.0,PF,3100.0,PF,5050.0,"PF,SF",0.720356693147,0.194923533714,1.26128976508,0.913537705885,0.853659723799,2.17670159791,0.389801122479,0.537408246117,3.03036132171,1.43732470219,0.641875798709,3.3859408962,0.715856069587,13.3571428571,4.23238127268,10.1071461158,6.26776615582e-13,9.58139096472,10.3227247688,9.73308274637,9.90232886407,9.14928316822,9.84317171244,9.30738570574,9.39743965966,9.54924481576,7.0,21.0,5.02126371413,15.0637911424,5.40967930699,16.2395342595,5.10066904926,15.3125034863,5.18945576834,15.568367305,5.29667196131,15.9040109972,0.479940877145,-0.211588886947,5.61370871084,6.07877180577,0.6,0.6,0.6,0.4,0.2,0.15,0.032350316315,0.0359023678551,0.0318703666781,0.037799191774,0.0417680117642,-
202323,Evan,Turner,SAC@BOS,BOS,SAC,,,"Turner, Evan",5900.0,SF,5400.0,SG,11450.0,"SG,SF",5.24554210721,0.299353589548,1.48242411536,2.3100753859,0.83329831277,4.05961726557,1.19763862272,2.27147538951,4.89291557834,4.93701519441,0.247065317803,10.4290612612,1.90769084348,28.6428571429,12.0287865501,26.7530335849,0.000887194410275,26.49110744,28.0774181185,26.8181477648,26.6146400989,23.5893018613,25.1274207978,23.8891830399,23.6936448889,23.8556052954,21.0,36.0,19.4224079485,33.2955564831,20.5326923141,35.5248809644,19.6094367431,33.9421571284,19.5129780276,33.4508194759,19.5453914443,33.9188261905,0.106106905328,-0.402774281402,5.06619083659,8.74805386675,0.2,0.2,0.4,0.8,0.5,0.3,0.101309920453,0.102992425161,0.102258120074,0.101979882642,0.101157097392,-
202325,Wesley,Johnson,LAC@MIA,LAC,MIA,,,"Johnson, Wesley",4200.0,SF,4200.0,SF,7050.0,"SG,SF",0.861790944519,0.828213012418,5.042918642,1.03087802211,0.663707152705,2.85338972309,1.16898098197,0.853146821193,3.5170968758,3.45237700856,1.63935892522,8.14518838077,0.611167947055,26.0714285714,9.1552808894,18.7769253752,8.93355073725e-10,17.8097247247,19.2344903176,17.9882374444,18.6294041873,18.2485327734,19.7005068074,18.4305570174,19.1032383883,19.2931860828,9.0,28.0,6.14801456251,19.1271564167,6.63893398405,20.6592397762,6.20872066344,19.3207983343,6.43097240439,20.0074697026,6.48067423668,20.1684689424,0.51902535934,0.221154157037,7.79282768097,8.43954152928,0.0,0.2,0.35,0.4,0.4,0.3,-0.0168309936464,-0.0178746050906,-0.0169656822549,-0.0181744625033,-0.0198017805667,-
202326,DeMarcus,Cousins,SAC@BOS,SAC,BOS,,,"Cousins, DeMarcus",11100.0,C,11200.0,PF,19800.0,"C,PF",3.56260796255,1.50611634909,3.25168518823,12.0004592044,2.69127869137,10.3375243577,1.5685898562,3.69987789625,13.0288030491,10.582812515,1.13018084744,23.8737794659,9.4933154156,38.5,31.7891212931,56.4846257131,0.00295290478065,55.2171314102,59.4771268215,57.0620974497,55.7822218339,52.5383137128,57.1218600841,54.389988826,53.1421229833,54.21784041,27.0,41.0,38.7237025474,58.8026594238,41.5140982507,63.2989685971,39.8204412886,60.7271191362,39.1199997277,59.4044440309,39.3536560705,60.0957295376,-0.118840741113,0.343177770866,6.7750438753,11.6509452145,0.2,0.1,0.15,0.0,0.3,0.3,0.0695796804512,0.061175759413,0.0694054187956,0.0685739961186,0.0588775403407,-
202332,Cole,Aldrich,LAC@MIA,LAC,MIA,,,"Aldrich, Cole",3500.0,C,3700.0,C,5000.0,C,0.700811767538,0.627565652455,0.000611242303829,1.17450082506,0.976592736936,2.46210430099,0.464397185764,0.711800480864,3.43869703793,1.93978832969,0.00015435794755,3.62203811362,0.924325139039,10.8571428571,4.80405615637,11.4993692549,1.86564012845e-12,11.4538354488,11.9822357626,11.6262583432,11.4539126277,11.5593247014,12.1079673257,11.7364565522,11.559438522,11.5799359788,2.0,20.0,2.10991705635,21.0991705635,2.2071640537,22.1535983388,2.14158926591,21.4978504609,2.10993127353,21.0993127353,2.11818499266,21.2911268271,0.99907337808,0.698446154322,6.20835330773,10.8082095733,0.6,0.5,0.4,0.0,0.3,0.4,-0.00971611537636,-0.0115805387057,-0.0101498350438,-0.00971949026328,-0.00742061930607,-
202338,Kevin,Seraphin,DEN@NYK,NYK,DEN,,,"Seraphin, Kevin",3500.0,PF,3000.0,PF,5000.0,"C,PF",0.537738157273,0.713357331391,0.0198252017596,0.543377333692,0.585967821972,1.26558293827,0.13045445993,0.72180048961,1.85155076024,1.57492851481,2.99902327156e-06,3.4613670988,0.412065630236,8.57142857143,3.56192565889,7.50526214487,5.35803962965e-15,7.55621690012,8.00969770853,7.64879596421,7.55621839963,7.10817041853,7.57745114765,7.20244933103,7.10817211716,7.07150206367,4.0,17.0,3.52623455339,14.9864968519,3.73785821856,15.8880747382,3.56943740455,15.1722862787,3.52623525316,14.9864998259,3.50245471817,14.8883356236,1.3143163955,1.48912068285,6.796583582,7.98350050053,0.8,0.8,0.65,0.2,0.1,0.2,0.0522720895193,0.050428765436,0.0520737738716,0.0522720662888,0.0506053428068,-
