Player_ID,First Name,Last Name,Game,Team,Opponent,Injury Indicator,Injury Details,LAST_COMMA_FIRST,FD_Salary,FD_Position,DK_Salary,DK_Position,YH_Salary,YH_Position,Time,DP_Salary,DP_Position,DD_Salary,DD_Position,FA_Salary,FA_Position,PROJ_AST,PROJ_BLK,PROJ_FG3A,PROJ_FTA,PROJ_OREB,PROJ_DREB,PROJ_STL,PROJ_TOV,PROJ_REB,PROJ_FGM,PROJ_FG3M,PROJ_FGA,PROJ_FTM,PROJ_MIN,PROJ_PTS,PROJ_DD,PROJ_TD,PROJ_FD,PROJ_DK,PROJ_DP,PROJ_YH,PROJ_FA,PROJ_UNADJ_FD,PROJ_UNADJ_DK,PROJ_UNADJ_DP,PROJ_UNADJ_YH,PROJ_UNADJ_DD,PROJ_UNADJ_FA,PROJ_FLOOR_MIN,PROJ_CEIL_MIN,PROJ_FLOOR_FD,PROJ_CEIL_FD,PROJ_FLOOR_DK,PROJ_CEIL_DK,PROJ_FLOOR_DP,PROJ_CEIL_DP,PROJ_FLOOR_YH,PROJ_CEIL_YH,PROJ_FLOOR_DD,PROJ_CEIL_DD,PROJ_FLOOR_FA,PROJ_CEIL_FA,PROJ_HIST_FD_Skew,PROJ_HIST_FD_Kurt,PROJ_HIST_MIN_std,PROJ_HIST_FD_std,PROJ_Bust5,PROJ_Bust10,PROJ_Bust20,PROJ_Boom5,PROJ_Boom10,PROJ_Boom20,ADJ_FD,ADJ_DK,ADJ_DP,ADJ_YH,ADJ_DD,ADJ_FA,Status
977,Kobe,Bryant,LAL@CHI,LAL,CHI,GTD,Hand,"Bryant, Kobe",6600.0,SG,5900.0,SG,23.0,SF,8:00PM EST,30.98,SG,13200.0,"SG,SF",5000.0,SG,3.59675882744,0.211424912712,6.6583796192,4.31796048552,0.857217355016,3.65084224069,1.05931766882,2.19210560353,4.50805959571,6.9931837035,1.81868631351,19.810493635,3.42543452737,31.9285714286,19.2304882479,30.1386683825,6.68588845119e-05,30.3846775634,32.6465575624,30.6411616039,31.2940207202,30.6100805432,30.2556567822,32.8303593892,30.5295340715,31.2845522875,30.68829079,30.4889036868,24.0,34.0,22.8394891752,32.3559429982,24.5204178684,34.7778110243,23.0130061412,32.6423110774,23.5230222863,33.3242815723,22.6289658453,32.1114738563,23.008919603,32.5959694375,0.430445000662,0.118547046214,4.73128144952,10.3294450375,0.0,0.3,0.35,0.4,0.4,0.2,0.0040409193238,-0.00575665676738,0.00349616432668,0.000296550463089,-0.0172141246193,0.00379524829897,GTD - Hand
1495,Tim,Duncan,SAS@PHX,SAS,PHX,,,"Duncan, Tim",5700.0,C,5000.0,C,18.0,PF,5:00PM EST,24.1,C,10100.0,"C,PF",4750.0,C,2.36775786861,1.10657197844,0.0425444333406,2.22426194856,1.68184451175,5.16609822862,0.785562886293,1.52586210553,6.84794274037,3.30407312263,0.00246490264181,6.6638775138,1.63262650452,22.7142857143,8.24323765242,22.5269124658,1.23348097942e-05,22.2708133677,23.4795169844,22.7153534803,22.272045819,22.6132105047,22.7116243258,23.8873874661,23.1515322157,22.7129237751,22.9380252529,23.0529668559,20.0,32.0,19.6095212043,31.3752339269,20.6273716364,33.4905765971,19.954523268,32.4140192077,19.6106063815,31.3769702105,19.773145992,32.2843388961,19.9110029601,31.8576047362,0.241889299336,-0.432016931553,5.17290772767,9.71884733853,0.6,0.4,0.4,0.2,0.3,0.2,-0.0194067717414,-0.0179565620906,-0.0192028374074,-0.0194097213351,-0.0180993050954,-0.0193603425048,-
1713,Vince,Carter,MEM@TOR,MEM,TOR,,,"Carter, Vince",3600.0,SF,3000.0,SG,10.0,SG,6:00PM EST,11.0,SG,5000.0,"SG,SF",3300.0,SG,1.05058735122,0.425579515184,3.48070534885,1.05934543562,0.532511110786,1.78466888939,0.57781473409,0.697308519293,2.31718000017,2.26584596154,1.15640995474,5.96175090454,0.89674068572,18.5,6.58484256354,12.9072033758,7.69665426052e-12,12.2508195698,13.2936038179,12.3667445809,12.8290245472,12.3666785698,11.8397626814,12.76716756,11.9597417679,12.31284888,12.2305976232,11.9596663716,5.0,22.0,3.31103231617,14.5685421911,3.59284805592,15.8088840995,3.34234555943,14.706673115,3.46730393168,15.2561372994,3.48840955705,15.3494722553,3.34234555942,14.7063204614,0.558374938884,-0.883477104803,6.0680662959,6.80750053192,0.4,0.4,0.6,0.2,0.1,0.05,0.0222192912684,0.0284560139427,0.0220001520571,0.0279013874182,0.03657328392,0.0220006593667,-
1717,Dirk,Nowitzki,PHI@DAL,DAL,PHI,,,"Nowitzki, Dirk",6600.0,PF,6000.0,PF,27.0,PF,7:00PM EST,26.68,PF,11450.0,"C,PF",4900.0,PF,1.85848696279,1.06535106182,4.28657647985,5.23333200042,0.824899634136,6.83214005598,0.905916057042,1.34874844918,7.65703969011,6.87464442036,1.59301843649,15.0584964112,4.82837792275,34.2857142857,20.1706852,35.7173048799,6.05561144657e-06,34.7406490608,36.9496030896,35.4787196467,35.5371582791,35.1235010453,32.4253808797,34.5283514662,33.0591640819,33.3171529443,33.2174685661,32.7847166295,26.0,37.0,26.3449922045,37.4909504448,27.8468366698,39.9605724279,26.7314167256,38.3732440459,26.949011695,38.3505166428,26.8545930685,38.6592977648,26.635321626,37.9041115448,0.0114704717147,-0.109468777583,4.65552119005,7.16896485853,0.4,0.5,0.35,0.2,0.1,0.2,0.0675286552821,0.0706198390157,0.0705703706396,0.0647501555985,0.0729118924861,0.0682145454627,-
1897,Metta,World Peace,LAL@CHI,LAL,CHI,,,"World Peace, Metta",3500.0,SF,3000.0,SF,10.0,SF,8:00PM EST,10.07,SF,5000.0,"PF,SF",3300.0,SF,0.649127126687,0.348152778254,1.94768980865,0.86571421241,0.588089625118,1.55433520999,0.637029432469,0.404546998261,2.14242483511,1.7242088173,0.629728462772,5.09920992821,0.551991724224,14.7857142857,4.6301378216,9.75751815042,3.7594503084e-14,9.74055573694,10.3648297914,9.84769206089,10.0554199683,9.8476769787,9.71353671424,10.4141043024,9.82311341016,10.0697964937,9.90905822845,9.82309601982,12.0,27.0,7.90537856911,17.7871017805,8.41202505174,18.9318865875,7.99231906755,17.9875481231,8.16092055401,18.3620712465,7.9191308709,17.8244847482,7.99231754793,17.9827144828,0.405134582467,-1.25488569069,5.06042436332,5.21932391266,0.8,0.6,0.6,0.0,0.0,0.15,0.00182737351614,-0.00333257562041,0.00166232420437,-0.000972325387328,-0.0102490874029,0.00166248031074,-
1938,Manu,Ginobili,SAS@PHX,SAS,PHX,O,Groin,"Ginobili, Manu",4500.0,SG,4000.0,SG,12.0,SG,5:00PM EST,18.15,SG,7800.0,"SG,SF",3700.0,SG,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,26.0,16.1460967792,26.2374072662,17.4884886087,28.4400854965,16.2666538921,26.4546040821,16.6802526309,27.1054105252,17.0710091752,27.768658208,16.2662783909,26.4327023852,0.14954183207,1.21054082319,4.84568056676,7.80488105789,0.6,0.5,0.4,0.0,0.2,0.25,,,,,,,O - Groin
2034,Mike,Miller,BOS@DEN,DEN,BOS,,,"Miller, Mike",3500.0,SF,3000.0,SG,10.0,SG,5:00PM EST,5.0,SF,5000.0,"SG,SF",3000.0,SF,0.459582379126,0.0426841190772,0.709670662641,0.0217494350495,0.0882112915573,0.73723729722,0.151710532833,0.245989400926,0.825448588777,0.316144488215,0.236549448035,0.918278945561,0.0179615308117,5.5,0.886799955277,2.95884772101,2.86554363126e-21,2.70951173339,2.99205358737,2.75078416289,2.82778645741,2.75078416283,2.75391866214,3.04055841198,2.79228178867,2.88257902428,3.02257935281,2.79228178863,0.0,15.0,0.0,7.38957745471,0.0,8.16015191162,0.0,7.50214439031,0.0,7.71214488385,0.0,8.06959237932,0.0,7.50213862591,1.04056843052,0.544907544947,5.60487747356,4.4869432834,1.0,1.0,1.0,0.0,0.0,0.0,-0.00807398704533,-0.00881905902089,-0.00754502286903,-0.00996228488597,-0.0115875694174,-0.00754502287275,-
2199,Tyson,Chandler,SAS@PHX,PHX,SAS,GTD,Shoulder,"Chandler, Tyson",4500.0,C,4300.0,C,12.0,C,5:00PM EST,19.7,C,9200.0,C,4250.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,34.0,11.1457771574,27.0683159538,11.7006684409,28.9563428271,11.4038506621,28.2354996502,11.1457771574,27.0683159538,11.2787474794,28.1118205603,11.401923982,27.6903868134,1.29332996456,2.80247325412,7.98673417019,10.5038332088,0.2,0.3,0.35,0.4,0.3,0.3,,,,,,,GTD - Shoulder
2200,Pau,Gasol,LAL@CHI,CHI,LAL,,,"Gasol, Pau",8900.0,C,8500.0,C,43.0,C,8:00PM EST,43.85,C,17350.0,"C,PF",6300.0,C,3.70897893979,2.04936295911,0.565087234676,4.34305138593,2.39915769328,9.86491737564,0.538997558221,1.72448882492,12.2640750689,7.2406582225,0.197140280178,14.148893627,3.81273659847,33.3571428571,18.4911933237,43.5658754616,0.00376850475622,42.2237840258,44.9503104922,43.9894959397,42.3223541659,42.8369877792,39.6453432889,42.442603904,41.2311378439,39.7983048168,40.8213311993,40.2145661173,26.0,38.0,32.9110436518,48.1007561064,34.7822142783,51.2600192931,34.0333138562,50.1654725223,32.9878734826,48.2130458592,33.6236093196,49.6886263949,33.3890011812,48.7993094187,0.0903866216315,0.577940256054,4.74907627757,10.2026732368,0.0,0.0,0.2,0.4,0.3,0.3,0.0772980092419,0.0751774994339,0.0826916773908,0.0756674323061,0.0822775581848,0.0786164952169,-
2207,Joe,Johnson,CHA@BKN,BKN,CHA,,,"Johnson, Joe",5200.0,SG,5000.0,SF,18.0,SF,6:00PM EST,24.6,SF,10300.0,"SG,SF",4300.0,SF,3.59981635912,0.0554562936677,3.87213501808,1.5933759986,0.445585465455,3.2513402442,0.478447614945,1.55205174698,3.69692570966,4.12432635894,1.50791439466,9.95857633309,1.34240611909,30.5714285714,11.0989732316,21.4101951605,1.30593803926e-05,20.4507646921,22.1745752961,20.6445922253,21.2047218895,20.6356109776,19.8519838331,21.6049354992,20.0366356687,20.5315226302,20.7663215564,20.0289884354,26.0,39.0,17.3927064204,26.0890596306,18.8534308608,28.3308009132,17.5522303052,26.3790000798,18.0339223546,27.0508835319,18.2015972446,27.3692024649,17.5499121399,26.3248682098,0.385428246692,0.468000603741,4.99413797781,10.1500184936,0.4,0.3,0.25,0.4,0.4,0.3,0.019586289783,0.0186330774697,0.0198864294215,0.0220205365198,0.0210612861145,0.019842793437,-
