Player_ID,Id,Position,First Name,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,LAST_COMMA_FIRST,PROJ_AST,PROJ_BLK,PROJ_FG3A,PROJ_FTA,PROJ_OREB,PROJ_DREB,PROJ_STL,PROJ_TOV,PROJ_REB,PROJ_FGM,PROJ_FG3M,PROJ_FGA,PROJ_FTM,PROJ_MIN,PROJ_PTS,PROJ_DD,PROJ_TD,PROJ_FD,PROJ_DK,PROJ_FD_std,PROJ_DK_std,PROJ_UNADJ_FD,PROJ_UNADJ_DK,PROJ_FLOOR_MIN,PROJ_FLOOR_FD,PROJ_FLOOR_DK,PROJ_CEIL_MIN,PROJ_CEIL_FD,PROJ_CEIL_DK,FD_VALUE,ADJ%,ADJ
708.0,9461,PF,Kevin,Garnett,13.2,29,3500,MIN@PHI,MIN,PHI,,,"Garnett, Kevin",1.56386384054,0.217247144858,0.0192872229497,0.563133317907,0.680546936193,4.42514674748,1.01643593391,0.783979735887,4.74259228554,2.11788317852,0.0997471657687,3.89262472599,0.350366277575,15.3571428571,4.68587980038,0.0038945314616,2.33627274081e-08,14.4061727255,15.5448844055,14.9977012324,13.93718488,13.5193237847,14.0305264644,11.0,10.7111744761,11.5496362768,21.0,19.1914983271,20.7620934939,4.11604935014,0.0655986168332,0.0577483031216
1495.0,9710,C,Tim,Duncan,25.0,29,5800,SAS@MIL,SAS,MIL,,,"Duncan, Tim",2.69099169136,1.36726660822,0.0700780433578,2.60944772421,2.03386981219,5.41805026003,0.746845740954,1.857836421,7.38973775954,3.70026636318,0.00357643753943,7.100588402,1.83695783142,24.2142857143,9.24106699533,0.118235516668,5.78539806732e-05,24.5156281212,26.0710761662,34.0629102499,32.3890087426,24.0470626656,25.4257779308,19.0,19.5898240455,20.6467506765,32.0,31.8705958506,34.40533899,4.22683243469,0.0194853509576,0.0193507857745
1713.0,9654,SF,Vince,Carter,8.1,18,3500,MEM@POR,MEM,POR,,,"Carter, Vince",0.645635944108,0.077744420746,2.23908276995,0.562219839478,0.420476598092,1.65701066245,0.251043263352,0.484236344864,1.76172698922,1.42798634112,0.711951616264,4.10943154739,0.444313486645,12.7857142857,4.01223778515,5.67628187329e-06,1.09634914232e-14,7.2681031117,8.3489922953,22.514154422,24.6474546301,8.15808315167,8.81679715747,5.0,2.6890723585,3.47469898279,22.0,13.8953540387,15.3267353923,2.07660088906,-0.109091807895,-0.069607377428
1889.0,9682,PG,Andre,Miller,9.5,15,3500,MIN@PHI,MIN,PHI,,,"Miller, Andre",2.53302694883,0.0442557324542,0.285476198973,0.883070480212,0.286039386107,0.582739552643,0.879706846806,0.749106547243,0.977217216864,0.94953036224,0.148964474569,2.49249134986,0.735860563303,9.5,2.78388576235,6.10681501562e-06,3.98098737302e-13,8.85490545711,9.21726314144,17.7498385876,16.0378734004,7.15783661543,7.60091231063,3.0,4.07909781961,4.24329097959,23.0,18.7738905504,20.3089367124,2.52997298775,0.237092425109,0.178638825441
1891.0,9496,PG,Jason,Terry,9.6,28,3500,HOU@UTA,HOU,UTA,,,"Terry, Jason",1.12255848566,0.163020723667,2.60947449644,0.670754889948,0.237051314294,0.990260825183,0.758513152858,0.70273905454,0.969677635302,1.72929844524,0.995608992447,4.41673794355,0.533310017304,14.7857142857,4.98751590024,1.6372471931e-07,3.69043023244e-14,8.9752954896,10.1949967707,26.5402613299,29.6622450866,8.89482390225,9.83835824687,6.0,3.85578224651,4.68567179921,29.0,17.2580852081,19.1085659359,2.56437013989,0.00904701298636,0.00544252281628
1938.0,9704,SG,Manu,Ginobili,19.3,29,4500,SAS@MIL,SAS,MIL,,,"Ginobili, Manu",4.10056546662,0.145820048501,3.5870246924,2.73097934659,0.657165056163,2.42441848232,1.27925488278,2.09905182478,2.91657136722,3.6192178696,1.27922583078,8.20350610476,2.13966837459,20.0714285714,10.6573299446,0.00705009878127,8.29388758253e-06,21.0591618229,23.110994463,25.3143111076,26.5683371803,19.5515822142,21.2178660594,12.0,13.6697094273,15.0257281343,26.0,26.4868126976,29.0901544168,4.67981373843,0.0771078060197,0.0751107278381
2207.0,9447,SG,Joe,Johnson,21.0,33,5000,BOS@BKN,BKN,BOS,,,"Johnson, Joe",3.223672018,0.188069413189,4.07459734605,1.99356612697,0.872969932873,3.66239906966,0.809359565642,2.13014714982,4.28602534225,4.76143961009,1.26325959604,12.8260801652,1.55742355432,36.3571428571,12.3435623705,0.0150197240814,2.52661091867e-05,22.1870116161,24.4323012159,33.585732313,35.2205117636,22.584379807,24.4929677123,30.0,18.5098429096,20.639896409,39.0,23.7157222019,26.0132660208,4.43740232321,-0.0175948241362,-0.0109295769607
2210.0,9706,SF,Richard,Jefferson,11.0,30,3500,TOR@CLE,CLE,TOR,,,"Jefferson, Richard",0.681889862399,0.396689783182,2.27854417516,1.55672526497,0.24433655555,1.48834905634,0.32011572481,0.761493064609,1.55649756486,2.52817497754,0.890115330029,5.13664537985,0.857532960437,19.2142857143,6.80399824554,4.28173646366e-06,1.39058244496e-14,10.3667480684,11.4906186253,24.1925182389,25.950963144,10.0756998297,11.001955227,14.0,7.65743651675,8.59117138214,35.0,18.5689104369,20.2692713472,2.96192801953,0.0288861561521,0.015147491973
2216.0,9579,PF,Zach,Randolph,25.1,30,6000,MEM@POR,MEM,POR,,,"Randolph, Zach",1.43447335897,0.0733256730398,0.150071772007,2.30708438518,2.07686012458,4.2846158397,0.51427006829,1.21758271221,7.12639244403,4.67668778925,0.0106870436896,10.2332482047,1.64174816535,25.0,11.0058107875,0.0766433556513,2.1310024366e-07,21.6668005293,21.7960751025,34.7876465243,33.5764475488,22.2634783603,23.4983465086,21.0,18.0732694183,18.2484667732,37.0,32.4473938621,32.7086023088,3.61113342155,-0.0268007461079,-0.0238671132405
2225.0,9702,PG,Tony,Parker,23.6,34,5800,SAS@MIL,SAS,MIL,O,Hip,"Parker, Tony",0.83168689,0.0,0.2257799,0.0,0.13054162,0.0,0.0286495,0.0,0.0,0.0,0.22063781,0.35054729,0.0,0.0,0.22063781,0.0,0.0,1.525467145,1.798963075,32.7837991176,31.6434032583,0.0,0.0,21.0,17.3905051795,18.2889624548,32.0,25.8703849471,27.3182820375,0.263011576724,inf,inf
