Player_ID,Id,Position,First Name,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,LAST_COMMA_FIRST,PROJ_AST,PROJ_BLK,PROJ_FG3A,PROJ_FTA,PROJ_OREB,PROJ_DREB,PROJ_STL,PROJ_TOV,PROJ_REB,PROJ_FGM,PROJ_FG3M,PROJ_FGA,PROJ_FTM,PROJ_MIN,PROJ_PTS,PROJ_DD,PROJ_TD,PROJ_FD,PROJ_DK,PROJ_FD_std,PROJ_DK_std,PROJ_UNADJ_FD,PROJ_UNADJ_DK,PROJ_FLOOR_MIN,PROJ_FLOOR_FD,PROJ_FLOOR_DK,PROJ_CEIL_MIN,PROJ_CEIL_FD,PROJ_CEIL_DK,PROJ_Bust5,PROJ_Bust10,PROJ_Bust20,PROJ_Boom5,PROJ_Boom10,PROJ_Boom20,FD_VALUE,ADJ%,ADJ,Status
201566,9642,PG,Russell,Westbrook,49.2,38,10900,OKC@MIN,OKC,MIN,,,"Westbrook, Russell",9.75174602019,0.250591918611,4.34025292017,7.37675543301,1.70521835335,5.29206531984,2.70238596226,3.94138095085,6.99728367319,9.42814555907,1.25837556717,19.8736784627,6.02449318692,34.9285714286,26.1391598722,0.67833100238,0.086509879414,51.1280941212,55.3548627057,56.0270041056,56.2859057569,49.8932348115,54.3405363615,27.0,39.8735823813,42.6675853536,40.0,58.3269259549,63.6903749095,0.2,0.1,0.2,0.4,0.4,0.25,4.69065083681,0.0247500350369,0.0353538452673,-
203076,15755,PF,Anthony,Davis,43.5,32,10400,NOP@LAL,NOP,LAL,GTD,Back,"Davis, Anthony",0.56402907,0.0,0.0,0.0,0.47322004,0.64512497,0.02357466,0.14926907,1.11834501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.085937867,2.2164896525,55.5980899691,54.4448302887,0.0,0.0,20.0,25.856983583,26.9439222589,43.0,53.8084382525,56.8890176944,0.4,0.2,0.3,0.2,0.2,0.3,0.20057094875,inf,inf,GTD - Back
2544,9488,SF,LeBron,James,44.7,34,10200,CLE@DAL,CLE,DAL,,,"James, LeBron",6.93267941133,0.356140431524,4.41780219601,5.73072562117,1.01169008421,5.69561739695,1.29328354291,3.40291852568,6.70730748116,9.28245541536,1.34333152956,18.2260080295,4.16175343714,34.0,24.0699957974,0.302370445569,0.0228433897726,42.413713315,45.6442895543,52.9344979148,52.7096199294,42.5292783837,45.4460986014,29.0,36.6339930628,39.1985247269,40.0,49.3493776176,53.5628621572,0.0,0.2,0.1,0.4,0.2,0.25,4.15820718774,-0.00271730612787,-0.00339897261076,-
201142,9646,SF,Kevin,Durant,43.8,31,10000,OKC@MIN,OKC,MIN,,,"Durant, Kevin",4.63683156693,1.15551917582,5.95127635079,6.94280967429,0.529317008671,7.45571896271,0.915286907613,3.07184244287,7.98503597138,9.3746628277,2.78752741801,18.1664911564,6.31992072304,38.5,27.8567737965,0.300910169161,0.00574567286408,45.4638340365,49.2613730378,53.9471640972,55.5660719946,46.7850860299,50.5324607514,29.0,34.9029386174,37.5757683818,42.0,49.3546902435,53.6207966908,0.2,0.1,0.15,0.4,0.4,0.3,4.54638340365,-0.0282408798513,-0.0343182335949,-
201935,9644,SG,James,Harden,45.4,38,10000,HOU@MEM,HOU,MEM,,,"Harden, James",5.51285509984,0.875492418938,7.21021200619,6.78080026273,0.919036763778,4.28049349346,1.18270447796,3.52730369941,5.19953025724,7.80065679233,2.54941114863,16.8714485298,5.98625438225,35.2857142857,24.1369791155,0.0934627400621,0.00214410946301,39.2347881684,42.6797485437,43.5015817186,46.1554683556,42.4210467888,46.3174702262,34.0,37.8424476962,41.1474280312,43.0,47.5888310014,51.9685043858,0.2,0.1,0.1,0.0,0.1,0.15,3.92347881684,-0.0751103252184,-0.090298827299,-
2546,9508,SF,Carmelo,Anthony,37.2,37,9000,BOS@NYK,NYK,BOS,,,"Anthony, Carmelo",3.46591805046,0.515643512152,4.17646844079,5.97154722856,1.94797121059,6.19163447383,0.991244778655,2.84331152119,8.13960568442,9.02151257867,1.41210360398,20.757988707,4.73036205736,37.2857142857,24.1854908187,0.302441081488,0.000927228034251,39.3223597761,42.3134909292,35.7795226717,36.1871176287,40.5819933834,43.6643311778,28.0,30.1580772374,32.3064545621,39.0,41.0142273217,44.1724080169,0.0,0.0,0.25,0.4,0.2,0.2,4.36915108623,-0.0310392245989,-0.0337832768241,-
202331,12341,SF,Paul,George,39.6,37,9000,PHX@IND,IND,PHX,,,"George, Paul",3.43836433304,0.286711250686,7.12294863638,6.56680117097,1.09233851239,7.04682194201,1.808549649,3.9134901442,8.1391604544,7.81860749273,3.11743917254,19.0086928876,5.29955381755,36.5,24.0542079756,0.301515409992,0.000880890238079,39.2557786756,43.6331171424,53.0893784987,57.0595808768,39.4639569607,43.6558456563,32.0,34.6436802262,38.3674622484,41.0,43.867877125,48.9202951124,0.2,0.3,0.35,0.6,0.4,0.3,4.36175318617,-0.00527514981053,-0.00570351465983,-
203083,15557,C,Andre,Drummond,42.5,37,9000,SAS@DET,DET,SAS,,,"Drummond, Andre",0.603425876367,1.24597678652,0.0601240371407,7.38392753793,4.78497250075,10.1660272551,1.60130116282,1.66243016279,14.9509997559,6.41124697142,0.0415658343761,12.3497824513,2.3035967144,32.3571428571,15.1676564916,0.838690103002,6.70806274838e-06,38.0461207491,40.9037240142,45.9826590649,44.5460124958,39.3982391041,42.4183836313,24.0,28.3304369565,30.2145246216,41.0,48.0939646714,51.5870995969,0.2,0.3,0.25,0.2,0.4,0.4,4.2273467499,-0.0343192585675,-0.041787322227,-
202710,14528,SG,Jimmy,Butler,37.3,36,8700,CHI@MIL,CHI,MIL,,,"Butler, Jimmy",4.60258741852,0.658819123677,3.77961202487,8.42710016404,1.49283757183,3.64684244288,2.0869764064,2.19354420623,5.13968001471,6.84717202653,1.21994688364,15.5223300624,6.96788154439,38.9285714286,21.8821724811,0.0560471988002,0.000721938979723,38.2517164804,40.3016826412,31.6203681247,31.6501692505,37.9580933963,39.8133054464,33.0,32.8740746546,34.575135413,43.0,41.9447958066,44.2594801482,0.0,0.1,0.2,0.4,0.2,0.2,4.39674902074,0.0077354539662,0.00754261133498,-
2200,9570,PF,Pau,Gasol,37.6,35,8700,CHI@MIL,CHI,MIL,,,"Gasol, Pau",3.16039768088,2.05569310329,0.441147948562,4.34894850321,2.73707578461,9.22733494606,0.619897004507,2.21163970777,11.9644107307,6.97581918086,0.158738507023,14.2389516066,3.89615864928,33.5,18.006535518,0.729051859498,0.00121427225806,40.243965424,43.1245956739,47.2975761185,46.2149810476,39.652252653,42.3726162861,25.0,30.336689052,32.1686728664,38.0,45.4889940915,48.8145441375,0.4,0.3,0.15,0.6,0.4,0.35,4.62574315218,0.0149225512151,0.0176630677913,-
