Player_ID,Position,First Name,Last Name,FPPG,Played,Salary,Game,Team,Opponent,Injury Indicator,Injury Details,LAST_COMMA_FIRST,PROJ_AST,PROJ_BLK,PROJ_FG3A,PROJ_FTA,PROJ_OREB,PROJ_DREB,PROJ_STL,PROJ_TOV,PROJ_REB,PROJ_FGM,PROJ_FG3M,PROJ_FGA,PROJ_FTM,PROJ_MIN,PROJ_PTS,PROJ_DD,PROJ_TD,PROJ_FD,PROJ_DK,PROJ_FD_std,PROJ_DK_std,PROJ_UNADJ_FD,PROJ_UNADJ_DK,PROJ_FLOOR_MIN,PROJ_FLOOR_FD,PROJ_FLOOR_DK,PROJ_CEIL_MIN,PROJ_CEIL_FD,PROJ_CEIL_DK,PROJ_HIST_MIN_std,PROJ_HIST_FD_std,PROJ_HIST_DK_std,PROJ_Bust5,PROJ_Bust10,PROJ_Bust20,PROJ_Boom5,PROJ_Boom10,PROJ_Boom20,FD_VALUE,ADJ%,ADJ,Status
201566,PG,Russell,Westbrook,48.5,40,10500,MIN@OKC,OKC,MIN,,,"Westbrook, Russell",9.22572006263,0.224649085486,3.9833141358,6.82022811641,1.55919408587,5.0149956714,2.53905680178,3.80822596484,6.57418975727,8.64133661812,1.18309703855,18.1722145345,5.48193577646,32.4285714286,23.9477060512,0.568994604465,0.0569879342021,47.3944996636,51.2433263625,10.4680570457,11.4503391972,46.33782798,50.3251302381,27.0,39.7418718384,42.616886608,40.0,58.0679016304,63.62234723,5.6681182153,11.8051911658,12.0736106994,0.2,0.2,0.2,0.4,0.5,0.35,4.51376187273,0.0228036515662,0.0325845893618,-
203076,PF,Anthony,Davis,43.5,33,10400,CHA@NOP,NOP,CHA,,,"Davis, Anthony",1.61532430233,3.03789099695,1.41831719172,4.71470379141,1.67970288379,10.3076911952,0.979134108417,1.70396820602,11.987394079,8.54051160855,0.401981455916,17.0885109347,3.77835267803,35.3571428571,21.261357351,0.748442922978,0.000909100613489,44.399298704,47.1770349253,17.4898254665,17.4663744115,43.3110351122,46.0053318213,20.0,25.1745511433,26.2684047039,43.0,53.9669637692,57.3738778436,10.3019746563,15.2510208302,15.7468356008,0.2,0.2,0.25,0.2,0.2,0.3,4.26916333693,0.025126704754,0.0307791722949,-
2544,SF,LeBron,James,44.6,36,10300,CLE@HOU,CLE,HOU,,,"James, LeBron",6.21800347981,0.612780168236,4.33771071361,6.86094580096,1.60378837663,5.53181687999,1.98678263252,3.65489801264,7.13560525662,10.2302953174,1.38385580604,19.2946214664,4.81823759799,36.2142857143,26.6626840389,0.282771098268,0.0182815887265,46.0966431555,49.4518017412,8.05750107651,8.28523191188,44.914107716,48.156419997,29.0,37.2390815756,39.7417834348,40.0,50.7446705192,54.6487998859,4.55539101522,8.87617955497,9.42769844744,0.2,0.3,0.15,0.4,0.2,0.25,4.4754022481,0.0263288195975,0.0326538385644,-
201142,SF,Kevin,Durant,43.8,33,10000,MIN@OKC,OKC,MIN,,,"Durant, Kevin",4.30530811493,0.997693202365,5.82064031755,6.45877515609,0.535708363259,7.03059751791,0.876215408377,2.94236592252,7.56630588116,9.11393282213,2.67258985889,17.6069875871,5.87978017992,36.3571428571,26.7802356831,0.243432922419,0.00299735713593,43.1232162118,46.6831508516,10.8254460807,11.1745298679,44.2867660405,47.788407016,29.0,34.9194249763,37.6190320099,41.0,48.3003660206,52.4693797775,6.22738332129,9.24386159961,9.37557447735,0.0,0.1,0.15,0.2,0.3,0.3,4.31232162118,-0.0262730818408,-0.032003335169,-
202322,PG,John,Wall,40.2,37,9800,WAS@IND,WAS,IND,,,"Wall, John",9.32394758129,0.530977861315,4.14638836664,4.46995424578,0.532709908053,4.01726900628,2.2127552665,4.34137303357,4.54997891434,8.24178007384,1.51522467896,18.607835386,3.35466407219,36.8571428571,21.3534488988,0.466463314183,0.00824368601655,41.94543819,45.8256620213,6.92333019748,7.40167799438,41.4176127191,45.4581714913,28.0,31.3234557883,34.0003744353,40.0,45.7145287197,50.0557768741,4.15141352243,11.4492226679,11.6993669781,0.2,0.2,0.15,0.0,0.2,0.35,4.28014675408,0.012743985861,0.0143208461094,-
201935,SG,James,Harden,45.0,40,9800,CLE@HOU,HOU,CLE,,,"Harden, James",6.54316629474,0.743279930184,6.96765897282,8.49156539423,0.688984078217,4.81454892585,1.53708635791,3.59508213625,5.50353300407,7.92800968214,2.31077980449,17.9981315456,7.32553334582,34.9285714286,25.4923325146,0.178373030746,0.00674255959574,42.8769720015,46.392866847,6.71369953232,7.04888281653,41.9046095642,45.8057814445,34.0,41.7786311995,45.1805839652,43.0,52.4240882036,57.0560673481,3.91831661919,11.6134493209,12.0793251531,0.0,0.1,0.1,0.2,0.1,0.15,4.37520122464,0.0232041879734,0.0278385973863,-
203081,PG,Damian,Lillard,40.0,34,9200,POR@BKN,POR,BKN,,,"Lillard, Damian",7.60349283632,0.212885681505,8.41278578922,5.26516656557,0.682310194195,4.21473387729,1.11655067875,3.38761602578,4.89704407149,7.96211206504,3.10590290718,19.2863963273,4.15053588389,36.7857142857,23.1806629212,0.261138979004,0.00658472305613,39.7336117562,43.6366860639,7.46624923892,8.09695295365,39.9236059267,43.809478312,33.0,35.8336986702,39.2464576165,41.0,44.0750244368,48.5719662458,4.48049844439,10.1282299925,10.6600697835,0.2,0.2,0.2,0.6,0.3,0.25,4.31887084306,-0.00475894313977,-0.00516489007293,-
202710,SG,Jimmy,Butler,38.6,38,8900,DAL@CHI,CHI,DAL,,,"Butler, Jimmy",4.35974958314,0.605912249009,3.94420117209,7.03017663425,1.53797814324,3.94760745223,1.79902326844,2.14451173428,5.48558559547,7.25134712897,1.4062660229,16.9380171263,5.93112497161,39.7857142857,21.8400852524,0.0663645049768,0.000738775580684,37.6277716423,39.7792028849,7.66026349997,7.50815656394,39.6332739409,41.6148469257,33.0,31.5639439548,33.3579507948,43.0,40.5001110733,42.8428584027,5.0386839258,11.0070186454,11.29355013,0.0,0.1,0.15,0.4,0.4,0.3,4.22783951038,-0.0506014794923,-0.0504075981678,-
202331,SF,Paul,George,39.4,39,8800,WAS@IND,IND,WAS,,,"George, Paul",3.08507411127,0.268220971525,7.77710238535,8.40606736728,0.953515700042,6.01441579348,1.65611559321,4.19569224013,6.96793149352,8.2232476839,3.27216526296,19.925185541,7.0764598588,35.6428571429,26.7951204896,0.166210484485,0.000224586191696,39.437230338,43.7695451496,6.65035984156,7.05156173186,38.5861514103,42.6606263753,31.0,34.3851111939,38.0760566616,41.0,45.2665985813,50.3779564123,4.04228660187,11.8827935573,12.3652384857,0.2,0.2,0.3,0.2,0.4,0.25,4.4815034475,0.0220565901654,0.0238779659079,-
202738,PG,Isaiah,Thomas,35.3,39,8600,PHX@BOS,BOS,PHX,,,"Thomas, Isaiah",6.59058801385,0.0904941847598,6.65127414047,6.54329588849,0.489392012203,2.56354871596,1.43169686756,2.95669439923,3.05294072816,7.55025057761,2.30753176835,18.4150810472,5.76210895279,34.5,23.1701418764,0.130643283067,0.000162520987312,36.8072404763,39.7884530841,6.64125669487,6.82624935653,36.7583766891,39.6409229597,27.0,29.1943817193,31.4582550068,38.0,40.3599078963,43.7080934426,4.10851457802,8.67397179928,8.89077521595,0.2,0.2,0.15,0.6,0.3,0.25,4.2799116833,0.00132932386136,0.00141634165907,-
