Player_ID,First Name,Last Name,Game,Team,Opponent,Injury Indicator,Injury Details,LAST_COMMA_FIRST,FD_Salary,FD_Position,DK_Salary,DK_Position,YH_Salary,YH_Position,Time,DP_Salary,DP_Position,DD_Salary,DD_Position,PROJ_AST,PROJ_BLK,PROJ_FG3A,PROJ_FTA,PROJ_OREB,PROJ_DREB,PROJ_STL,PROJ_TOV,PROJ_REB,PROJ_FGM,PROJ_FG3M,PROJ_FGA,PROJ_FTM,PROJ_MIN,PROJ_PTS,PROJ_DD,PROJ_TD,PROJ_FD,PROJ_DK,PROJ_DP,PROJ_YH,PROJ_UNADJ_FD,PROJ_UNADJ_DK,PROJ_UNADJ_DP,PROJ_UNADJ_YH,PROJ_UNADJ_DD,PROJ_FLOOR_MIN,PROJ_CEIL_MIN,PROJ_FLOOR_FD,PROJ_CEIL_FD,PROJ_FLOOR_DK,PROJ_CEIL_DK,PROJ_FLOOR_DP,PROJ_CEIL_DP,PROJ_FLOOR_YH,PROJ_CEIL_YH,PROJ_FLOOR_DD,PROJ_CEIL_DD,PROJ_HIST_FD_Skew,PROJ_HIST_FD_Kurt,PROJ_HIST_MIN_std,PROJ_HIST_FD_std,PROJ_Bust5,PROJ_Bust10,PROJ_Bust20,PROJ_Boom5,PROJ_Boom10,PROJ_Boom20,ADJ_FD,ADJ_DK,ADJ_DP,ADJ_YH,ADJ_DD,Status
708,Kevin,Garnett,MIN@POR,MIN,POR,O,Knee,"Garnett, Kevin",3500.0,PF,3000.0,PF,10.0,PF,9:00PM EST,10.33,PF,5000.0,"C,PF",0.20923508,0.0,0.0,0.0,0.0,0.79335664,0.0,0.17936013,0.79335664,0.0,0.01028774,0.0,0.0,0.0,0.01028774,1.236443835,0.0,1.096808198,1.231299965,1.13647603,1.101952068,0.0,0.0,0.0,0.0,0.0,9.0,21.0,6.91196114046,15.6192853821,7.25348546247,16.2566678094,7.040759946,15.8867401843,6.91811406251,15.6267837069,7.02631216079,15.581616928,0.403896286622,0.438940778726,4.13361475969,5.53635084278,1.0,0.8,0.6,0.0,0.0,0.05,inf,inf,inf,inf,inf,O - Knee
977,Kobe,Bryant,CHA@LAL,LAL,CHA,O,Rest,"Bryant, Kobe",5500.0,SG,5400.0,SG,21.0,SF,9:30PM EST,20.2,SG,10700.0,"SG,SF",0.0,0.0,0.0,0.0,0.29176023,0.0,0.0,0.0,0.29176023,0.0,0.0,0.0,0.0,0.0,0.0,0.3647002875,0.0,0.350112276,0.3647002875,0.3647002875,0.350112276,0.0,0.0,0.0,0.0,0.0,24.0,35.0,22.3084839517,33.2527508396,24.1850430171,36.159012517,22.4920009053,33.5927396555,23.0467923872,34.3446741487,22.5721505706,33.8393184981,0.314828234497,0.0473835739789,4.87204701386,9.36732051641,0.6,0.5,0.25,0.0,0.2,0.35,inf,inf,inf,inf,inf,O - Rest
1717,Dirk,Nowitzki,PHX@DAL,DAL,PHX,,,"Nowitzki, Dirk",6800.0,PF,6300.0,PF,27.0,PF,7:00PM EST,29.03,PF,11950.0,"C,PF",1.65593953697,0.558810128811,3.55205015504,3.25113772841,0.788465778964,5.80620907871,0.652198380472,1.07157981172,6.59467485767,6.05716583178,1.6297953865,12.6390636582,2.96002057349,29.2857142857,16.7041476236,29.4720817316,1.16359485043e-06,28.4521039651,30.3147114099,28.9640238108,29.2670016583,28.2686992777,30.0535591726,28.734158124,29.0761104453,28.9651523268,26.0,36.0,25.4226094142,34.6428102212,27.014625694,37.1347266665,25.816040726,35.4732206474,26.1448893798,35.6469702274,26.2281487247,36.2027911913,-0.0472870422706,0.0676524289018,4.34864076842,7.13182242632,0.6,0.4,0.35,0.2,0.2,0.1,0.00626259908171,0.00891739346758,0.00784907223221,0.00651823654132,0.0173097845537,-
1718,Paul,Pierce,CHI@LAC,LAC,CHI,O,Rest,"Pierce, Paul",3700.0,SF,3800.0,SF,12.0,SF,3:30PM EST,,,,,0.0,0.03468557,0.05225749,0.84493679,0.00137859,0.25502312,0.09200878,0.0,0.25640171,0.02252923,0.01220772,0.0,0.70440851,0.0,0.76167469,1.318273485,0.0,1.322745442,1.3416693875,1.3355655275,1.328849302,0.0,0.0,0.0,0.0,0.0,9.0,25.0,7.0327626925,17.0851362312,7.50080092501,18.4273767384,7.10999450725,17.2817799157,7.2922046194,17.7949569437,7.25901724273,17.6596760146,0.452760514255,-0.609599947229,6.47099328951,8.18475746168,0.6,0.6,0.55,0.2,0.3,0.3,inf,inf,inf,inf,inf,O - Rest
1889,Andre,Miller,MIN@POR,MIN,POR,,,"Miller, Andre",3500.0,PG,3000.0,PG,10.0,SG,9:00PM EST,6.75,PG,5000.0,"PG,SG",0.901769671407,0.0135867609145,0.11932989682,0.368944235458,0.166002753729,0.139173975924,0.369986667472,0.503396752052,0.305176729654,0.226225819422,0.0312182151257,1.05677544308,0.299819627094,5.85714285714,0.783489481064,2.83936303812,4.88188475706e-23,2.76610616848,3.04867248856,2.78136500497,2.78171527604,4.41093256097,4.68850714339,4.4397119929,4.42654166854,4.53484479536,3.0,23.0,1.82448010953,17.5674192888,2.00883860535,18.5019189185,1.83901231863,17.7009831715,1.83247501828,17.5774546714,2.02153914928,17.7864228053,1.05778310916,-0.173881779509,8.71538265005,8.47600172624,1.0,1.0,0.75,0.0,0.0,0.2,-0.280824018231,-0.279971770336,-0.283132412573,-0.280824018231,-0.289472495138,-
1897,Metta,World Peace,CHA@LAL,LAL,CHA,,,"World Peace, Metta",3500.0,SF,3000.0,SF,10.0,SF,9:30PM EST,10.3,SF,5000.0,"PF,SF",0.599572148208,0.439776849087,2.00782713328,0.742243611669,0.58494736028,1.67425146386,0.477648594672,0.192550683579,2.25919882414,1.3513048992,0.813784249634,4.47867984482,0.486240733628,15.0714285714,4.00263478166,9.4325300568,1.29932676072e-14,9.25533179689,9.8714765921,9.36830912549,9.6622239217,10.0191579499,10.7488073244,10.1297779658,10.3923198136,10.2821660249,12.0,27.0,7.04923853575,17.8231823692,7.49714084578,19.0981020643,7.13975684604,18.0287522962,7.36644059828,18.5784056661,7.14357545866,18.3293483179,0.316956782321,-1.29045717993,5.16793985445,5.21369092864,0.8,0.6,0.578947368421,0.0,0.0,0.157894736842,-0.0506804082541,-0.0582115177814,-0.0505239988813,-0.0484423814508,-0.0563739504889,-
2037,Jamal,Crawford,CHI@LAC,LAC,CHI,,,"Crawford, Jamal",4200.0,SG,4300.0,SG,14.0,SG,3:30PM EST,,,,,2.10649910409,0.165712160567,3.79327349547,2.72269345178,0.391559158988,1.25728112654,0.616047915608,1.12814134289,1.64884028553,4.56021509295,1.23632984064,11.9165625292,2.48436494721,26.5714285714,12.8411249737,18.3991614162,5.19363447e-10,18.414860782,19.6796337086,18.4973981169,19.0330257023,18.5222581547,19.9749407496,18.6077141289,19.189268181,18.8530502116,19.0,32.0,13.2828322433,22.0944284135,14.2119351912,23.6000947536,13.3431688081,22.1931076538,13.7236522493,22.8397462912,13.318601833,22.0421259247,1.19420983316,3.84943257735,5.84157164614,9.79827431048,0.4,0.2,0.25,0.4,0.6,0.35,-0.0040418366093,-0.0111137058437,-0.00415167787462,-0.0058800932836,-0.0170818363868,-
2199,Tyson,Chandler,PHX@DAL,PHX,DAL,,,"Chandler, Tyson",4500.0,C,4900.0,C,12.0,C,7:00PM EST,23.98,C,10150.0,C,1.12922437704,0.696651475784,0.061045719733,2.87546742215,3.52196827905,7.45716668985,0.606858408935,1.63845253122,10.9791349689,2.65342779997,0.00664914,5.1549128254,1.98017995128,28.1428571429,7.29368469123,24.1029323894,7.57222431927e-08,23.1310504577,24.8372403316,24.014689496,23.1343750277,22.2310915356,23.7344239358,22.9918975596,22.2310915356,22.9626462768,14.0,35.0,11.334057938,28.8508044066,12.1526656795,31.182588116,11.6018652209,30.2282795218,11.337382508,28.8541289766,11.6226158356,30.414328148,1.53918321928,3.67835666756,8.0963329531,10.6226961462,0.2,0.2,0.4,0.4,0.3,0.25,0.0319782358084,0.0391863693946,0.036342860686,0.0320963677373,0.04051778065,-
2200,Pau,Gasol,CHI@LAC,CHI,LAC,,,"Gasol, Pau",8900.0,C,8800.0,C,41.0,C,3:30PM EST,,,,,2.8983386689,1.23755154655,0.684507304693,4.92075305709,2.509363606,9.15067714468,0.461063924909,1.72405165038,11.6600407507,7.37331785552,0.217888650516,14.7741558728,3.7617145782,32.7857142857,18.7262389398,39.6764144258,0.000603618995548,38.7389751364,41.354721678,40.3837515276,38.8479194617,38.8893595097,41.5847930964,40.4547071508,38.9915312338,39.9080431467,25.0,37.0,29.5231889973,43.7273364411,31.2807448168,46.7111831986,30.4720187964,45.6523928309,29.6110901221,43.8476711226,29.8859920698,44.8456442257,0.102460488839,0.443110392666,4.94028572396,10.7025219288,0.4,0.4,0.25,0.4,0.3,0.35,-0.00458688720285,-0.00701742888197,-0.00216422380296,-0.00438031549004,-0.00706492830592,-
2365,Chris,Andersen,ATL@MIA,MIA,ATL,O,Knee,"Andersen, Chris",3500.0,C,3000.0,C,10.0,PF,6:00PM EST,7.78,PF,5000.0,"C,PF",0.0,0.02971952,0.09444329,0.18170967,0.20945224,0.21028519,0.03505331,0.51192855,0.41973743,0.1097152,0.02105496,0.85277547,0.10566068,0.0,0.34614604,0.5606768575,0.0,0.467448066,0.7549266925,0.4884349375,0.477975546,0.0,0.0,0.0,0.0,0.0,2.0,10.0,2.10826976055,8.58748163182,2.46189432347,9.20574380989,2.15480683778,8.73627340144,2.13206478364,8.66434682725,2.22752036193,8.81089129867,-0.115043642964,-0.797030008453,3.38765264987,3.4832934607,1.0,0.8,0.65,0.0,0.1,0.1,inf,inf,inf,inf,inf,O - Knee
