Player_ID,First Name,Last Name,Game,Team,Opponent,Injury Indicator,Injury Details,LAST_COMMA_FIRST,FD_Salary,FD_Position,DK_Salary,DK_Position,YH_Salary,YH_Position,Time,DP_Salary,DP_Position,DD_Salary,DD_Position,FA_Salary,FA_Position,PROJ_AST,PROJ_BLK,PROJ_FG3A,PROJ_FTA,PROJ_OREB,PROJ_DREB,PROJ_STL,PROJ_TOV,PROJ_REB,PROJ_FGM,PROJ_FG3M,PROJ_FGA,PROJ_FTM,PROJ_MIN,PROJ_PTS,PROJ_DD,PROJ_TD,PROJ_FD,PROJ_DK,PROJ_DP,PROJ_YH,PROJ_FA,PROJ_UNADJ_FD,PROJ_UNADJ_DK,PROJ_UNADJ_DP,PROJ_UNADJ_YH,PROJ_UNADJ_DD,PROJ_UNADJ_FA,PROJ_FLOOR_MIN,PROJ_CEIL_MIN,PROJ_FLOOR_FD,PROJ_CEIL_FD,PROJ_FLOOR_DK,PROJ_CEIL_DK,PROJ_FLOOR_DP,PROJ_CEIL_DP,PROJ_FLOOR_YH,PROJ_CEIL_YH,PROJ_FLOOR_DD,PROJ_CEIL_DD,PROJ_FLOOR_FA,PROJ_CEIL_FA,PROJ_HIST_FD_Skew,PROJ_HIST_FD_Kurt,PROJ_HIST_MIN_std,PROJ_HIST_FD_std,PROJ_Bust5,PROJ_Bust10,PROJ_Bust20,PROJ_Boom5,PROJ_Boom10,PROJ_Boom20,ADJ_FD,ADJ_DK,ADJ_DP,ADJ_YH,ADJ_DD,ADJ_FA,Status
708,Kevin,Garnett,BOS@MIN,MIN,BOS,O,Knee,"Garnett, Kevin",3500.0,PF,3000.0,PF,10.0,PF,8:00PM EST,10.33,PF,5000.0,"C,PF",3700.0,PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,21.0,7.82936113225,18.2685093086,8.09520596925,18.9106456062,7.95974732168,18.5945754286,7.83029054649,18.2706779418,7.77649855923,18.1742687348,7.95974248024,18.5727324539,0.403896286622,0.438940778726,4.13361475969,5.53635084278,1.0,0.8,0.6,0.0,0.0,0.05,,,,,,,O - Knee
977,Kobe,Bryant,LAL@MIL,LAL,MIL,,,"Bryant, Kobe",6600.0,SG,5900.0,SG,23.0,SF,8:00PM EST,30.98,SG,13200.0,"SG,SF",5000.0,SG,4.35906287987,0.209326381244,8.56057986956,5.29053693119,0.787231093128,3.54216086894,1.09432871942,3.01090924978,4.32939196207,6.81212053182,2.56136391969,18.8845181694,4.28187713408,32.2142857143,20.4674821174,32.8649073259,0.000184840264451,31.7977477432,34.8412330355,32.0550964508,33.0784297031,32.0142173414,30.5824843815,33.1517371617,30.8601892642,31.6129415503,30.9666088076,30.817875478,24.0,34.0,23.6896745936,33.560372341,25.9317458942,36.787040346,23.8560432501,33.8464616003,24.643796852,34.9120455403,24.4511772742,34.7056559883,23.8509468441,33.7888413625,0.428217727714,0.182268068727,4.69140178345,10.2175702545,0.0,0.2,0.3,0.2,0.4,0.2,0.0377243615611,0.0524455481887,0.0370924625541,0.0454918717058,0.0589272267334,0.0371369979744,-
1718,Paul,Pierce,PHX@LAC,LAC,PHX,,,"Pierce, Paul",3500.0,SF,3200.0,SF,10.0,SF,10:30PM EST,12.08,SF,5900.0,"PF,SF",3700.0,SF,1.17661148563,0.195117623912,3.57524921475,1.23314333404,0.250088492447,3.02679799034,0.501709972582,0.924637576858,3.27688648278,2.33560788667,1.18982419037,6.39760743246,0.978796135914,19.7142857143,6.83983609962,13.7442322939,3.13440648249e-10,13.0060347235,14.2280826468,13.1708517632,13.6009468187,13.1698790477,12.8579506774,14.0617489872,13.012282263,13.4753176759,13.5939964402,13.0116787104,9.0,25.0,5.93753759118,16.4931599755,6.49498523324,18.0490647296,6.01233635159,16.7083733917,6.2091278955,17.2475774875,6.27394909521,17.4375551124,6.01233608698,16.7009335749,0.443785219408,-0.53169672932,6.12122436732,7.86511310037,0.6,0.7,0.45,0.2,0.1,0.3,0.00751150958601,0.00843721461983,0.0080433804428,0.00637249274999,0.00762065924585,0.00802465478792,-
1889,Andre,Miller,BOS@MIN,MIN,BOS,,,"Miller, Andre",3500.0,PG,3000.0,PG,10.0,PG,8:00PM EST,5.0,PG,5000.0,"PG,SG",3300.0,PG,2.0796178289,0.0251767404512,0.176099982149,0.803615207226,0.233238353906,0.718951446803,0.308383917393,0.978903415857,0.952189800708,1.19934329756,0.0398261112955,2.08463379924,0.630844954118,10.0714285714,3.06935766053,7.33200539487,1.14264813968e-13,7.01963006456,7.57660672548,7.06724196191,7.03954312021,7.0672395546,7.26530366948,7.77201599877,7.31558710131,7.28833414104,7.52295985152,7.31558388815,3.0,22.0,2.09095363625,15.3336599992,2.25686086073,16.5579844605,2.10513518648,15.445329516,2.09688518474,15.3771580215,2.18400065089,16.0262327627,2.10513518648,15.4376580342,1.26734175016,0.631717215686,7.84503762799,7.64584955284,1.0,1.0,0.9,0.0,0.0,0.05,-0.024393123892,-0.0194023391919,-0.0246583826363,-0.0247026545503,-0.0189600169722,-0.0246583026223,-
1897,Metta,World Peace,LAL@MIL,LAL,MIL,,,"World Peace, Metta",3500.0,SF,3000.0,SF,10.0,SF,8:00PM EST,10.07,SF,5000.0,"PF,SF",3300.0,SF,0.789224472962,0.347659806954,2.47677512657,1.03735454173,0.517355613648,1.50485058986,0.66373985029,0.560430794142,2.0222062035,1.65171001225,0.885539906763,4.79372433391,0.677141965564,14.7857142857,4.86610189684,10.3302783424,1.12675641629e-13,9.93895457083,10.763061393,10.0400760425,10.3817245242,10.040064881,9.71353671424,10.4141043024,9.82311341016,10.0697964937,9.90905822845,9.82309601982,12.0,27.0,8.06639791256,18.1493953033,8.7352303167,19.6578220325,8.14845959749,18.3375879143,8.42574743994,18.9579317399,8.38398346331,18.8687012023,8.14845845415,18.3340315218,0.405134582467,-1.25488569069,5.06042436332,5.21932391266,0.8,0.6,0.6,0.0,0.0,0.15,0.0152456521365,0.0236009626514,0.0146738012245,0.0210965817738,0.0284883168883,0.0146742224957,-
2037,Jamal,Crawford,PHX@LAC,LAC,PHX,,,"Crawford, Jamal",5300.0,SG,5600.0,SG,18.0,SG,10:30PM EST,25.03,SG,9700.0,"SG,SF",4450.0,SG,2.69863565483,0.182498109266,5.73708130771,4.50901054833,0.314260870116,2.03340092471,0.905523036701,1.84977238602,2.34766179482,6.56149656839,1.96924645252,15.6162163038,4.09733881884,34.7857142857,19.1895784081,27.0272082112,8.18693359451e-08,26.3809959501,28.4088593759,26.4993499567,27.3656191763,26.4983790398,25.3883341957,27.3409715347,25.5045767032,26.267277812,25.8373013579,25.5029651764,19.0,37.0,14.4093324902,28.0602790598,15.5164280291,30.2177641585,14.4734516317,28.1867048583,14.9471349095,29.1075785079,14.7615932291,28.7483430141,14.4734472784,28.1851341738,0.72583105715,1.64566976645,6.34756508368,10.2753708347,0.0,0.0,0.25,0.6,0.6,0.35,0.0285364775394,0.0306990344495,0.0285971777189,0.0315744950731,0.0342067678552,0.0286155936108,-
2199,Tyson,Chandler,PHX@LAC,PHX,LAC,O,Shoulder,"Chandler, Tyson",4500.0,C,4300.0,C,12.0,C,10:30PM EST,19.7,C,9200.0,C,4250.0,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,34.0,11.3875414109,27.6554577122,11.9769205862,29.8069150541,11.650622481,29.0144767988,11.3875414109,27.6554577122,11.5325244772,28.9677022672,11.6469680373,28.2854938049,1.29332996456,2.80247325412,7.98673417019,10.5038332088,0.2,0.3,0.35,0.4,0.3,0.3,,,,,,,O - Shoulder
2210,Richard,Jefferson,DET@CLE,CLE,DET,,,"Jefferson, Richard",3500.0,SF,3000.0,SF,10.0,SF,7:00PM EST,8.73,SF,5000.0,"SG,SF",3300.0,SF,0.786110554765,0.131047677152,1.71752649674,1.11267351897,0.150323677735,1.31692374585,0.349284198917,0.57396001115,1.46724742358,1.51152578111,0.728308309607,3.49849124567,0.727064274312,15.2857142857,4.47842414614,8.30049841913,4.75063963342e-15,7.80499062757,8.52948774601,7.87835358563,8.16914478238,7.87835299875,8.24755582288,8.97512235667,8.31937195032,8.65179759985,8.78508430265,8.31937134705,10.0,30.0,5.10606863486,15.3182059046,5.58003833247,16.7407140879,5.15406271353,15.4627872311,5.34430032492,16.0329009748,5.43023210415,16.2914950956,5.15406270946,15.4621881284,0.462177218561,-0.468536898452,8.05899168251,6.02544976728,0.6,0.7,0.8,0.2,0.1,0.1,-0.0289528632445,-0.0291536661183,-0.0288516687179,-0.0315754179654,-0.0317018802299,-0.0288516676458,-
2405,Amar'e,Stoudemire,IND@MIA,MIA,IND,,,"Stoudemire, Amar'e",4200.0,PF,4400.0,PF,12.0,C,7:30PM EST,22.13,C,6500.0,"C,PF",3800.0,C,0.570215874951,0.78230653897,0.0149000277719,2.28185528848,1.59701106325,3.90934393733,0.418488769845,1.02979488655,5.50635500058,2.90986622587,4.09966225087e-05,5.75654026903,1.61821975428,18.0,7.43799320265,16.2239176722,2.36231039901e-10,16.2727387469,17.0918495362,16.5769315946,16.2727592452,16.5480564969,16.7636496584,17.6191397584,17.0628749622,16.7636729366,16.7978712781,17.0347735339,6.0,24.0,5.42424624895,21.6969849958,5.68765849218,22.9373355908,5.51601917832,22.2507783354,5.42425308172,21.6970123269,5.39513964218,21.8294940218,5.51601883229,22.0640753292,0.952160916551,0.445966837656,6.14798510064,7.59690295271,0.4,0.2,0.55,0.0,0.4,0.25,-0.0272728284193,-0.0292939012387,-0.0269968537558,-0.0272729828573,-0.0318863114383,-0.0270398353904,-
2419,Tayshaun,Prince,BOS@MIN,MIN,BOS,,,"Prince, Tayshaun",3500.0,SF,3100.0,SF,10.0,SF,8:00PM EST,9.13,SF,5000.0,"PF,SF",3000.0,SF,0.891536750038,0.186251479125,0.365120597678,0.36493833938,0.512599378656,1.72275343725,0.484278708236,0.451614209197,2.2353528159,1.78933331829,0.103417605483,3.90668989455,0.227614752601,21.7142857143,3.90969899467,8.69621049956,2.83933587964e-13,8.81887366433,9.2081681063,8.93065219896,8.87058246707,8.93064130513,8.89546968716,9.25716517982,9.00529941842,8.94898273917,8.78995195148,9.00529131297,12.0,30.0,4.87358807766,12.1839701941,5.08871846867,12.7221306783,4.93535441461,12.3387205431,4.90216399496,12.2554099874,4.80579252439,12.0149273194,4.93535440546,12.3383860137,0.608824510433,-0.332180637835,6.98055600396,4.89388728663,0.8,0.7,0.75,0.0,0.0,0.05,-0.0035274484196,-0.0022564441752,-0.00343770089608,-0.00361053884662,-0.00431704054892,-0.0034378293087,-
