Player_ID,First Name,Last Name,Game,Team,Opponent,Injury Indicator,Injury Details,LAST_COMMA_FIRST,FD_Salary,FD_Position,DK_Salary,DK_Position,YH_Salary,YH_Position,Time,DP_Salary,DP_Position,DD_Salary,DD_Position,FA_Salary,FA_Position,PROJ_AST,PROJ_BLK,PROJ_FG3A,PROJ_FTA,PROJ_OREB,PROJ_DREB,PROJ_STL,PROJ_TOV,PROJ_REB,PROJ_FGM,PROJ_FG3M,PROJ_FGA,PROJ_FTM,PROJ_MIN,PROJ_PTS,PROJ_DD,PROJ_TD,PROJ_FD,PROJ_DK,PROJ_DP,PROJ_YH,PROJ_FA,PROJ_UNADJ_FD,PROJ_UNADJ_DK,PROJ_UNADJ_DP,PROJ_UNADJ_YH,PROJ_UNADJ_DD,PROJ_UNADJ_FA,PROJ_FLOOR_MIN,PROJ_CEIL_MIN,PROJ_FLOOR_FD,PROJ_CEIL_FD,PROJ_FLOOR_DK,PROJ_CEIL_DK,PROJ_FLOOR_DP,PROJ_CEIL_DP,PROJ_FLOOR_YH,PROJ_CEIL_YH,PROJ_FLOOR_DD,PROJ_CEIL_DD,PROJ_FLOOR_FA,PROJ_CEIL_FA,PROJ_HIST_FD_Skew,PROJ_HIST_FD_Kurt,PROJ_HIST_MIN_std,PROJ_HIST_FD_std,PROJ_Bust5,PROJ_Bust10,PROJ_Bust20,PROJ_Boom5,PROJ_Boom10,PROJ_Boom20,ADJ_FD,ADJ_DK,ADJ_DP,ADJ_YH,ADJ_DD,ADJ_FA,Status
1891,Jason,Terry,HOU@UTA,HOU,UTA,,,"Terry, Jason",3500.0,PG,3000.0,PG,10.0,SG,9:00PM EST,10.15,PG,5000.0,"PG,SG",3300.0,PG,1.06506296376,0.0896959461849,2.56816149378,0.415441155695,0.109059737187,0.820378249239,0.628279343127,0.633777023194,0.929437986426,1.62059225188,0.900811769745,3.85265039487,0.329046533001,14.3571428571,4.47104280651,8.67069544344,1.43198694251e-15,7.98613639129,8.79990273426,8.03260833779,8.43654227616,8.03260829061,8.54945725232,9.44323331536,8.5979285728,9.09121152726,9.36194035834,8.59792844729,6.0,26.0,3.33748983517,14.4624559524,3.67757127221,15.9361714594,3.35691092742,14.5466432986,3.52571916019,15.2781163608,3.62357418888,15.7021938579,3.35691092742,14.5466140188,0.403750086292,-0.205602880164,6.97507640254,6.12059049597,0.8,0.7,0.7,0.0,0.0,0.05,-0.039236278878,-0.0448090952013,-0.0393755387571,-0.0455988533104,-0.0481464119832,-0.0393755333014,-
2034,Mike,Miller,SAC@DEN,DEN,SAC,,,"Miller, Mike",3500.0,SF,3000.0,SG,10.0,SG,9:00PM EST,5.0,SF,5000.0,"SG,SF",3000.0,SF,0.585526932918,0.0476918785058,0.823470766477,0.0225696553591,0.110481229903,0.638077552231,0.174969771773,0.24196610009,0.748558782134,0.361020650464,0.300107021318,0.977877346147,0.0173946095143,5.42857142857,1.03954293176,3.32247114532,2.19533464209e-20,3.01946107017,3.32792557002,3.05688900932,3.16951458082,3.05688900927,2.70622563105,2.99055454777,2.74449183411,2.830945372,2.97043098824,2.74449183408,0.0,15.0,0.0,8.34324769388,0.0,9.19558949961,0.0,8.44667268714,0.0,8.75786923649,0.0,9.18051995877,0.0,8.44666699931,1.06709314514,0.654320701569,5.53238533089,4.42966779963,1.0,1.0,1.0,0.0,0.0,0.0,0.0577012650997,0.0621472935732,0.057546848065,0.0623680121527,0.0648495026195,0.0575468480622,-
2207,Joe,Johnson,BKN@POR,BKN,POR,,,"Johnson, Joe",5300.0,SG,5000.0,SF,18.0,SF,10:00PM EST,24.63,SF,9250.0,"SG,SF",4300.0,SF,3.46004566153,0.0331129597971,3.33789016336,1.82600033501,0.535048447212,3.45649494519,0.702338736159,1.57033841935,3.99154339241,4.20726327315,1.24501571101,10.1717575251,1.50258058679,32.6428571429,11.1621228441,21.715562377,1.67506953222e-05,21.0426083798,22.6612655459,21.2535884807,21.6651162354,21.2421855495,21.2870199738,23.1595666786,21.4880621168,22.0088993389,22.2760451378,21.4753666981,26.0,39.0,16.760414552,25.140621828,18.0422887877,27.1031507991,16.9210755454,25.4213309356,17.2562413778,25.8843620667,17.2866014747,25.9824664011,16.9193775492,25.3790663239,0.359296761111,0.481009971097,4.95014101859,10.0823827322,0.4,0.3,0.25,0.4,0.4,0.35,-0.00748744489189,-0.015265242578,-0.00718299979204,-0.010531648685,-0.0171701502205,-0.00714340499107,-
2400,Drew,Gooden,NOP@WAS,WAS,NOP,,,"Gooden, Drew",3500.0,PF,3000.0,PF,10.0,PF,7:00PM EST,7.33,PF,5000.0,"C,PF",3300.0,PF,0.2753863116,0.193387069286,0.589792103816,0.278022758672,0.52295913162,1.09822776278,0.142190465896,0.19911967721,1.6211868944,0.804689790402,0.123980512619,2.12907861888,0.20808383117,6.42857142857,1.94144392459,4.72800092525,3.05478954031e-20,4.77198305843,5.01459258047,4.85304248555,4.83397331474,4.85304240315,4.91176982715,5.21253657144,4.99914470011,4.98930982905,4.94267777113,4.9991445317,4.0,24.0,2.96923390302,17.8154034181,3.1201908879,18.7661598066,3.01967082885,18.1630394522,3.00780561806,18.0468337084,2.94186717431,17.7112223424,3.01967082863,18.1180249718,1.58621726315,2.62192846014,7.18795288428,8.05351889963,1.0,0.9,0.85,0.0,0.1,0.1,-0.0217446084675,-0.0307912874848,-0.0227270111532,-0.0241634577816,-0.0333941760265,-0.0227269977755,-
2403,Nene,Hilario,NOP@WAS,WAS,NOP,,,Nene,4100.0,PF,3900.0,PF,10.0,C,7:00PM EST,16.88,PF,7600.0,"C,PF",3950.0,PF,1.35881870131,0.486304727585,0.0302430515621,2.32831591977,0.838369718929,3.28568002051,0.670962817898,1.1083849581,4.12404973944,3.41906691835,0.00159110478631,6.30190645097,1.50798337318,17.8571428571,8.34770831467,16.3860665889,7.73825306748e-09,16.5409461868,17.3088322301,16.7538441987,16.5417417392,16.7471486738,16.3422528818,17.1216489577,16.5470350207,16.3434096897,16.1295123379,16.5418624038,12.0,26.0,11.1155158375,24.083617648,11.6271969809,25.2895276485,11.2542450237,24.4814650747,11.1160504488,24.0847759723,11.0056523877,23.9752646595,11.2540839088,24.3838484691,-0.0473346099508,-0.875770676888,5.59223732325,8.67112003034,0.6,0.4,0.35,0.4,0.4,0.4,0.011126825082,0.0104822632589,0.0115813139657,0.011106594774,0.0143670380567,0.0114960311183,-
2406,Caron,Butler,SAC@DEN,SAC,DEN,,,"Butler, Caron",3500.0,SF,3000.0,SF,10.0,SF,9:00PM EST,6.68,SF,5000.0,SF,3000.0,SF,0.364112312178,0.0220638051818,0.897897335124,0.253972870119,0.13081869154,0.766557478908,0.268886704245,0.207558402925,0.897376170448,0.847176900991,0.284157233799,2.01358568957,0.205955624124,7.28571428571,2.1844666599,4.31102788489,4.73497432502e-21,4.18182914864,4.47255577635,4.22669795799,4.32390776554,4.22669795716,4.04826686292,4.33746001652,4.09373769093,4.18854353618,4.17532600252,4.09373769009,5.0,19.0,2.86988274907,10.9055544465,3.06940102242,11.6637751016,2.90067506865,11.0226164773,2.96738768223,11.2760731925,2.9585485477,11.2425527698,2.90067506864,11.0225652608,1.06486391894,0.0140780779008,4.76969600708,5.44880211096,0.8,0.7,0.65,0.0,0.0,0.05,0.0183320784318,0.0185425552713,0.0182494484203,0.0185794040301,0.01862574856,0.0182494484216,-
2549,Chris,Kaman,BKN@POR,POR,BKN,,,"Kaman, Chris",3500.0,C,3000.0,C,10.0,PF,10:00PM EST,5.48,C,5000.0,"C,PF",3500.0,C,0.281437010662,0.1382000076,0.0488905968218,0.23412770488,0.475851689736,0.981029456894,0.0452050117457,0.357117591749,1.45688114663,1.06074960272,0.0,2.15161142876,0.171611480453,5.0,2.2931106859,4.43627441381,1.61250647351e-20,4.47321602479,4.72461891432,4.54606011844,4.47321602479,4.54606008212,4.19948986472,4.46390877832,4.27129283633,4.19948986472,4.16852853734,4.27129281518,2.0,24.0,1.78928640992,21.471436919,1.8898475512,22.8501099978,1.81842403285,21.9930277776,1.78928640992,21.471436919,1.77450974615,21.5233690875,1.81842403285,21.8210883942,1.64199104981,2.54882298491,8.2276633648,4.64246701658,1.0,0.8,0.6,0.0,0.1,0.3,0.0547452320154,0.0521420271992,0.0549534564227,0.0547452320154,0.0535491752942,0.0549534533894,-
2570,Kendrick,Perkins,NOP@WAS,NOP,WAS,,,"Perkins, Kendrick",3500.0,C,3000.0,C,10.0,C,7:00PM EST,5.0,C,5000.0,C,3000.0,C,0.359246921161,0.241568115616,0.00359320448603,0.478543445835,0.543258778317,1.68202573358,0.117912586155,0.652670344245,2.2252845119,0.862610451779,0.0,1.53795264052,0.21854635748,8.78571428571,1.94376726104,5.42303556473,3.16249192794e-18,5.21927011636,5.65687016653,5.3305349944,5.21927011636,5.33053434195,5.48809224145,5.96401340168,5.60211990649,5.48809224145,5.7162071473,5.60211887316,2.0,17.0,1.18812653055,10.0990755097,1.28774265361,10.9467901093,1.21345497215,10.3153448169,1.18812653055,10.0990755097,1.23451196304,10.4946550907,1.21345497215,10.3143672633,0.637758282258,1.00421292525,5.48220260977,5.12705834497,1.0,1.0,0.85,0.0,0.0,0.0,-0.0305976402548,-0.0349593926192,-0.0309121038145,-0.0305976402548,-0.0333691232187,-0.0309120604624,-
2730,Dwight,Howard,HOU@UTA,HOU,UTA,,,"Howard, Dwight",7900.0,C,7200.0,C,31.0,C,9:00PM EST,33.5,C,14750.0,"C,PF",5750.0,C,1.30853767459,1.38205716273,0.0581526447359,5.84133560226,3.36400575846,7.0849878585,0.937942007852,2.29349565786,10.448993617,5.4038274644,0.0029759679892,9.09708587107,3.11272056626,32.4285714286,13.9233514631,31.8715306678,1.71165121758e-06,30.7714529986,33.2171704739,32.068934661,30.7729409826,31.2939026794,33.7805988631,36.6799414474,35.3883894359,33.7819827295,35.2842468707,34.3747900476,26.0,40.0,24.6713852235,37.955977267,26.362645222,41.1993602041,25.4420332486,39.7830340912,24.6725782327,37.9578126657,25.1938901947,39.6150585853,25.0902655844,38.6004085914,0.493661431983,1.73085101091,7.29930119805,12.2819457709,0.2,0.5,0.3,0.4,0.3,0.35,-0.0927930442811,-0.106781483764,-0.102362041517,-0.0927898336056,-0.105237944584,-0.0950053373456,-
2746,Josh,Smith,HOU@UTA,HOU,UTA,GTD,Leg,"Smith, Josh",3500.0,PF,3900.0,PF,14.0,SF,9:00PM EST,15.75,PF,5800.0,"PF,SF",3900.0,PF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,22.0,7.92359006513,19.3687757148,8.56199642026,20.9424455865,8.01706417234,19.6103889804,8.11950463704,19.8476780017,8.08439838781,19.779356662,8.01706199775,19.5972626612,-0.142859418804,-0.558387260388,5.24434659871,7.41019061476,0.8,0.5,0.45,0.2,0.3,0.4,,,,,,,GTD - Leg
