PERSON_ID,alpha_AST,alpha_BLK,alpha_STL,alpha_TOV,alpha_OREB,alpha_DREB,alpha_FG2%,alpha_FG3%,alpha_FT%,alpha_FG2A,alpha_FG3A,alpha_FTA,beta_AST,beta_BLK,beta_STL,beta_TOV,beta_OREB,beta_DREB,beta_FG2%,beta_FG3%,beta_FT%,beta_FG2A,beta_FG3A,beta_FTA
203112,18.614678,17.241304,14.790836,17.819822,48.966761,81.294267,54.534015,7.209445,28.93075,100.871826,19.329201,37.762969,532.790805,533.004206,534.325248,533.655601,532.889038,532.973142,46.868685,12.184095,8.907543,532.80492,532.716235,532.919411
203919,14.051133,4.852284,16.438274,14.616351,6.481764,17.231165,36.092789,7.515207,16.837372,46.030393,17.142388,21.160079,180.997262,195.274742,283.658309,238.855977,187.569476,193.196412,45.455473,13.931729,9.36223,181.941634,176.008188,189.601576
203500,43.052272,73.876082,27.697402,66.183478,165.32471,248.436045,182.640696,0.025603,96.627088,308.555711,0.186748,158.789252,1563.94815,1564.197363,1565.740094,1564.958072,1564.062868,1564.161086,126.534977,0.23628,62.250129,1563.964634,1563.861066,1564.098338
201167,108.658286,9.433016,22.591269,64.502443,16.738917,183.051536,232.671332,82.543823,115.025469,479.701764,211.08096,131.110821,1929.558831,1929.558831,1929.558831,1929.558831,1929.558831,1929.558831,247.030432,128.537137,16.085351,1929.558831,1929.558831,1929.558831
201582,27.529002,32.430792,15.118256,37.785836,66.954897,170.61499,118.872838,0.152963,44.511641,239.671119,1.429347,53.702304,729.466118,729.679707,731.001913,730.331676,729.564437,729.648615,121.329623,1.340779,9.266054,729.480245,729.391482,729.594837
202332,45.9418,41.23308,27.816127,44.475693,62.518476,142.639823,100.999302,0.056426,49.355807,189.063898,0.039292,73.945893,589.309329,589.858555,593.258496,591.535039,589.562149,589.778606,89.430898,0.148454,24.783947,589.345657,589.117409,589.64032
200746,85.076211,58.319491,23.102719,75.74978,141.192481,348.005365,406.570485,2.218817,192.377473,799.479235,20.321602,226.961886,1776.519194,1776.519194,1776.519194,1776.519194,1776.519194,1776.519194,392.90875,18.102785,34.584413,1776.519194,1776.519194,1776.519194
1626146,2.271207,3.022443,7.217947,7.859034,3.716516,10.182193,36.366745,2.425142,8.877789,16.836916,1.688749,3.717997,57.448806,81.054241,227.181737,153.108549,68.314868,77.618068,39.193048,6.380459,3.172221,59.010169,49.200204,71.674606
202730,66.820569,38.668077,23.635916,58.6074,135.963107,231.412519,171.862838,0.040564,30.380687,338.625177,0.259421,51.715947,1389.349472,1389.359579,1389.422146,1389.390431,1389.354125,1389.358108,166.787483,0.221904,21.338827,1389.350141,1389.345941,1389.355563
2754,52.920978,14.972131,85.812349,53.876058,83.327161,167.697733,136.879988,12.031522,59.122803,309.222102,30.165151,97.928828,1316.395126,1316.395126,1316.395126,1316.395126,1316.395126,1316.395126,172.342114,18.133629,38.806026,1316.395126,1316.395126,1316.395126
