PERSON_ID,alpha_AST,alpha_BLK,alpha_STL,alpha_TOV,alpha_OREB,alpha_DREB,alpha_FG2%,alpha_FG3%,alpha_FT%,alpha_FG2A,alpha_FG3A,alpha_FTA,beta_AST,beta_BLK,beta_STL,beta_TOV,beta_OREB,beta_DREB,beta_FG2%,beta_FG3%,beta_FT%,beta_FG2A,beta_FG3A,beta_FTA
203934,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606,
202335,11.342718,3.331832,4.559194,4.228934,9.684925,22.915346,10.696083,7.693879,4.744257,20.105305,20.752586,6.076864,161.528707,161.528942,161.530396,161.529659,161.528815,161.528907,9.409806,13.058778,1.332690,161.528722,161.528625,161.528848,
101108,46.558097,0.804198,8.789065,10.538042,2.880310,17.892256,23.791646,7.597750,16.310888,45.637219,19.144918,18.181383,158.455134,158.455134,158.455134,158.455134,158.455134,158.455134,21.845573,11.547168,1.870495,158.455134,158.455134,158.455134,
203940,6.532633,2.028835,5.104848,10.295351,10.064072,24.328379,24.568167,0.693348,7.869998,44.096542,2.163714,10.064372,155.354009,160.132437,189.712902,174.718330,157.553617,159.436856,31.415597,2.911024,3.881016,155.670075,153.684252,158.233726,
1626166,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606,
203901,32.245253,1.266412,8.928792,12.642111,6.549188,14.950735,19.359442,0.808743,7.643240,40.532344,2.631852,13.115542,151.593302,153.015316,161.818177,157.355937,152.247884,152.808317,24.710425,2.251835,5.974230,151.687360,151.096398,152.450277,
201593,5.871072,2.659012,4.053934,9.266671,20.117622,31.458860,32.398584,0.000062,23.290689,73.007311,0.000043,28.313475,180.308189,180.308789,180.312507,180.310622,180.308465,180.308702,40.610221,0.000162,5.022999,180.308228,180.307979,180.308551,
2570,7.894241,6.115163,2.567831,14.014723,13.364104,34.000633,14.923752,0.000000,6.148134,33.044884,0.148051,12.028118,172.226503,172.226503,172.226503,172.226503,172.226503,172.226503,18.121132,0.148051,5.879983,172.226503,172.226503,172.226503,
1718,12.415004,2.065858,4.117468,8.144354,3.689622,21.478054,15.007226,9.929228,14.408439,30.232334,25.569240,18.348251,162.653965,162.653965,162.653965,162.653965,162.653965,162.653965,15.225108,15.640012,3.939813,162.653965,162.653965,162.653965,
202353,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606,
203486,7.015392,6.003109,6.167452,9.994840,16.117737,31.253774,26.491367,0.024629,14.871432,45.026658,0.306387,29.361438,163.207079,163.446811,164.930850,164.178579,163.317432,163.411913,19.131668,0.354035,14.574624,163.222936,163.123308,163.351553,
203101,4.721192,9.186351,5.685668,7.560914,16.089293,30.369236,20.163166,0.023261,3.585218,37.454042,0.016198,7.114188,169.600090,169.826506,171.228113,170.517627,169.704314,169.793547,17.854127,0.061199,3.608888,169.615067,169.520973,169.736540,
202347,9.168804,2.095215,2.046124,5.231495,5.193303,13.201841,9.518359,8.487661,7.284332,20.073171,22.929003,9.716954,170.504094,170.508142,170.533199,170.520497,170.505957,170.507552,10.564881,14.442563,2.434050,170.504362,170.502679,170.506533,
203490,7.385400,3.230482,5.288587,6.448609,8.418410,17.825982,17.671911,3.967827,6.880111,33.717881,11.966112,9.015429,166.951762,168.106777,175.256805,171.632399,167.483439,167.938645,18.919284,8.346513,2.543004,167.028159,166.548157,167.647831,
1626171,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606,
204001,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606,
203939,7.194387,4.482410,9.713583,11.399384,12.585010,24.371613,37.893667,3.462856,21.624121,40.108670,8.099201,23.437019,166.882217,181.949515,275.222385,227.941627,173.818001,179.756214,39.697690,9.179017,7.131205,167.878831,161.617151,175.962515,
1626181,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606,
203515,37.455161,1.705723,9.998495,13.412257,3.984601,19.844787,14.751788,5.027336,9.539919,32.467956,19.893218,13.914562,188.506860,189.293542,194.163434,191.694847,188.868985,189.179027,19.673185,15.103060,4.652318,188.558894,188.231964,188.980953,
101179,30.895544,0.808112,12.425621,10.419027,3.735861,10.543688,8.944497,5.544717,6.483007,22.431294,20.239177,8.262959,185.583786,185.583851,185.584255,185.584050,185.583816,185.583842,13.486959,14.694479,1.779975,185.583790,185.583763,185.583825,
203143,25.180297,0.159843,11.011263,8.809109,4.360627,12.702288,4.733502,8.190707,4.600641,8.677316,23.087249,5.363408,171.038852,171.079861,171.333724,171.205038,171.057729,171.073891,4.045831,14.908907,0.777242,171.041564,171.024522,171.063566,
2419,11.067066,1.887927,3.459700,4.141485,5.884366,18.779406,17.326225,3.513067,5.590740,39.832981,7.812207,7.540571,167.421584,167.421584,167.421584,167.421584,167.421584,167.421584,22.506756,4.299139,1.949831,167.421584,167.421584,167.421584,
203944,2.271207,1.022443,6.217947,7.859034,1.716516,6.182193,32.366745,2.425142,8.877789,9.836916,1.688749,5.717997,40.448806,64.054241,210.181737,136.108549,51.314868,60.618068,36.193048,6.380459,5.172221,42.010169,32.200204,54.674606,
2216,10.711705,1.001510,4.702687,10.854138,15.679416,36.032031,31.231810,0.463664,15.802120,63.873424,1.380033,20.692368,160.348943,160.348943,160.348943,160.348943,160.348943,160.348943,32.641614,0.916369,4.890248,160.348943,160.348943,160.348943,
200755,9.462703,0.532682,2.720082,6.404550,1.467426,9.751623,16.553568,13.260406,12.433845,32.205535,30.579733,13.777683,160.867809,160.867809,160.867810,160.867810,160.867809,160.867809,15.651968,17.319327,1.343838,160.867809,160.867809,160.867809,
203186,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606,
1626196,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606,
203085,16.765447,1.453683,5.133964,7.167766,2.894798,13.234300,17.608978,4.170134,9.430296,39.468142,13.754647,14.098785,166.059921,166.086859,166.253616,166.169085,166.072321,166.082938,21.926177,9.592635,4.677998,166.061703,166.050508,166.076155,
203460,8.953859,3.880419,7.316091,6.525400,8.687665,25.653299,11.064461,2.652726,3.393038,16.306249,10.594763,6.222674,168.719959,169.763516,176.223567,172.948916,169.200330,169.611608,7.837827,8.256660,3.197980,168.788984,168.355302,169.348858,
203148,20.861175,0.751027,4.200207,7.468093,1.657169,12.112094,14.868926,7.699032,8.786035,33.656796,23.710103,9.769906,168.438397,168.465329,168.632054,168.547540,168.450794,168.461409,18.854870,16.019191,0.993378,168.440178,168.428985,168.454628,
203922,7.540458,1.149115,6.942015,10.147179,9.498021,17.148974,29.753832,4.218830,14.135107,31.157339,11.754971,15.748862,165.027731,178.439910,261.466896,219.379857,171.201629,176.487539,34.768777,11.579806,6.347853,165.914869,160.341025,173.110572,
101126,30.746716,0.969009,6.944553,10.639898,5.332055,11.527933,19.978892,10.880628,11.439780,48.251900,36.346183,15.974703,195.176596,195.176596,195.176596,195.176596,195.176596,195.176596,28.273008,25.465555,4.534923,195.176596,195.176596,195.176596,
203080,7.517630,4.526443,6.970801,13.357736,21.801297,46.508376,28.995400,0.011067,12.661575,59.386199,0.420396,23.690030,183.144178,183.251897,183.918724,183.580704,183.193763,183.236217,30.658770,0.441806,11.066477,183.151303,183.106537,183.209095,
200765,43.808706,0.553335,7.299415,16.900508,5.725932,24.091955,19.984218,2.311380,2.853062,44.974480,7.457274,6.669892,163.010333,163.010333,163.010333,163.010333,163.010333,163.010333,24.990262,5.145894,3.816830,163.010333,163.010333,163.010333,
201565,28.374580,1.772826,3.966619,18.069152,4.010301,14.040683,29.092776,8.513933,17.294982,63.809953,29.764694,21.213994,172.599284,172.599300,172.599397,172.599348,172.599291,172.599297,34.717216,21.250765,3.919018,172.599285,172.599278,172.599293,
203082,6.584353,1.933526,4.143216,5.411753,2.527494,15.000731,12.616134,11.224493,3.582258,27.860462,30.075156,4.525271,161.503002,161.517226,161.605280,161.560645,161.509549,161.515155,15.279713,18.854951,0.948033,161.503942,161.498031,161.511574,
1626179,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606,
201937,51.090017,0.359496,10.769874,16.827587,4.928873,26.702368,16.905848,3.399153,15.424576,43.600324,12.825902,19.216536,184.581958,184.584727,184.601869,184.593180,184.583233,184.584324,26.701364,9.427584,3.792937,184.582142,184.580991,184.583627,
204014,7.895887,0.860349,3.173992,7.694148,1.388074,6.454599,11.623821,10.203592,3.553970,14.262417,24.526964,3.816857,153.778401,157.150606,178.025962,167.444078,155.330695,156.659724,11.027578,15.340066,1.453174,154.001453,152.600029,155.810658,
201575,13.286307,9.402450,4.388552,11.816729,3.791931,32.178285,10.829944,6.617662,4.957588,29.354558,28.519304,9.172680,269.469299,269.469471,269.470539,269.469998,269.469378,269.469446,18.525043,21.901694,4.215153,269.469310,269.469239,269.469403,
1626156,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606,
203135,8.356096,6.724453,4.245243,5.817559,13.476085,22.708356,20.030718,0.032703,8.695915,46.772861,0.155751,12.818188,173.040908,173.359226,175.329744,174.330872,173.187436,173.312889,27.534016,0.219019,4.234630,173.061963,172.929676,173.232742,
203960,10.513423,3.583878,5.864449,10.989262,4.869564,17.796047,19.412035,4.433043,9.532863,29.951846,17.067473,12.959946,153.507799,156.638493,176.018798,166.194768,154.948921,156.182768,18.327990,13.578310,4.532125,153.714877,152.413820,155.394510,
203471,33.596949,0.419766,5.390268,16.426184,3.027147,14.786097,25.136914,5.436846,15.532436,54.734768,15.667282,18.806884,165.465241,166.013016,169.403970,167.685068,165.717393,165.933278,30.960544,10.395586,3.467796,165.501474,165.273829,165.795358,
2449,10.408041,1.807314,4.548251,9.638618,13.423306,38.311611,29.523033,0.463779,15.374764,62.248604,1.887038,21.917043,165.125209,165.125209,165.125209,165.125209,165.125209,165.125209,32.725571,1.423259,6.542278,165.125209,165.125209,165.125209,
203118,11.087307,0.510547,3.792437,6.414077,7.053911,23.939116,21.764577,9.648584,9.799654,41.387742,28.309835,12.365864,172.163388,172.289966,173.073536,172.676338,172.221655,172.271540,19.938051,18.699414,2.610888,172.171761,172.119157,172.239670,
200757,13.021171,3.520186,9.399155,6.707609,8.931609,28.866527,13.611101,4.649183,7.747294,29.227391,14.457049,9.990127,175.401599,175.401599,175.401599,175.401599,175.401599,175.401599,15.616290,9.807866,2.242833,175.401599,175.401599,175.401599,
202338,7.867086,8.173531,1.383119,13.574309,12.570982,27.490528,32.530442,0.000202,8.079250,63.440719,0.243210,11.201061,173.412562,173.414525,173.426672,173.420514,173.413466,173.414239,30.915158,0.243600,3.122503,173.412692,173.411877,173.413745,
201196,26.114054,0.082711,4.124694,12.225743,3.255189,16.826595,16.124135,2.729159,19.838298,40.623404,8.733251,25.608209,170.366747,170.366747,170.366748,170.366748,170.366747,170.366747,24.499269,6.004092,5.769911,170.366747,170.366747,170.366747,
202697,14.192159,1.661840,8.622369,9.492773,5.991661,18.260428,13.137065,7.144876,4.626860,28.858642,20.919829,6.817522,165.877776,165.880104,165.894518,165.887211,165.878848,165.879765,15.727369,13.775654,2.191484,165.877930,165.876962,165.879179,
203613,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606,
202713,7.771610,2.034542,4.412409,5.216812,3.527283,14.997095,7.606376,8.822629,4.329431,19.806300,22.211160,5.547943,163.771291,163.779831,163.832700,163.805901,163.775222,163.778588,12.221170,13.391105,1.221527,163.771856,163.768307,163.776438,
202388,30.010114,0.078098,3.889238,10.674818,2.041798,20.817043,17.072483,6.276384,9.503584,36.977813,20.555798,12.366453,182.537556,182.693230,183.656912,183.168414,182.609216,182.670569,20.292595,14.326348,2.917817,182.547853,182.483159,182.631373,
203935,17.425791,1.576446,8.719719,8.026992,5.197501,13.854878,9.560780,7.742415,7.531308,17.555546,22.681388,10.832983,152.191890,154.148142,166.258155,160.119493,153.092392,153.863376,12.861302,15.528767,3.992173,152.321285,151.508304,153.370824,
202397,38.262216,1.514943,8.081067,16.224391,3.677051,18.546848,26.328022,3.358639,6.811909,63.830300,11.708357,11.466017,183.022289,183.062102,183.308561,183.183629,183.040615,183.056306,37.601321,8.361721,4.668160,183.024922,183.008376,183.046282,
2747,15.084042,1.680497,6.225061,7.505756,2.334741,14.803968,11.971696,12.628207,4.353139,26.034572,32.949966,5.883348,161.519708,161.519708,161.519708,161.519708,161.519708,161.519708,14.062876,20.321759,1.530209,161.519708,161.519708,161.519708,
201160,12.312780,4.276991,2.906665,9.330774,9.216678,21.355862,22.855497,1.261058,11.509883,51.563558,3.544117,13.911105,165.359077,165.359118,165.359373,165.359244,165.359096,165.359112,28.708163,2.283071,2.401236,165.359080,165.359063,165.359102,
2746,18.977204,7.963501,6.051417,14.151496,10.275338,26.176725,23.935809,4.943767,8.864341,53.013264,15.811720,17.722518,160.320170,160.320170,160.320170,160.320170,160.320170,160.320170,29.077455,10.867953,8.858177,160.320170,160.320170,160.320170,
203893,10.271207,1.022443,9.217947,18.859034,2.716516,11.182193,37.366745,4.425142,20.877789,20.836916,12.688749,16.717997,90.448806,114.054241,260.181737,186.108549,101.314868,110.618068,42.193048,15.380459,4.172221,92.010169,82.200204,104.674606,
203503,7.493826,1.375456,3.854209,5.755901,3.560717,16.839397,10.470769,8.522324,5.189169,20.612985,23.248112,6.420227,166.276382,166.581203,168.468171,167.511652,166.416697,166.536831,10.900514,14.817689,1.338650,166.296544,166.169866,166.460082,
201578,9.694800,5.006555,2.740205,11.665967,15.855646,31.095520,43.175015,0.781509,21.098023,87.444539,2.854244,25.137519,171.911877,171.911897,171.912026,171.911961,171.911886,171.911894,44.269576,2.072741,4.039503,171.911878,171.911869,171.911889,
201168,13.084949,6.012140,5.681348,10.171434,15.569411,28.088942,28.168173,0.000086,15.478007,50.807442,0.054198,20.851162,174.641267,174.642103,174.647279,174.644656,174.641652,174.641982,22.641349,0.054364,5.373450,174.641323,174.640975,174.641771,
203917,9.203438,2.394479,3.483341,6.225735,1.689528,11.051664,12.139072,6.699532,8.486863,20.438917,20.020649,8.997077,153.514013,156.650253,176.064890,166.223456,154.957688,156.193720,16.101822,14.266669,1.617213,153.721457,152.418096,155.404066,
202362,24.824328,0.805000,3.933748,13.335217,4.228829,25.185995,19.869098,2.184908,7.333085,45.821796,11.344803,11.551454,165.142958,165.145693,165.162624,165.154042,165.144217,165.145295,25.959502,9.160719,4.219334,165.143139,165.142002,165.144606,
203950,6.271207,6.022443,11.217947,13.859034,17.716516,24.182193,52.366745,2.425142,23.877789,43.836916,1.688749,31.717997,152.448806,176.054241,322.181737,248.108549,163.314868,172.618068,50.193048,6.380459,16.172221,154.010169,144.200204,166.674606,
2405,5.897202,5.109252,3.818608,10.696176,14.838560,29.277937,37.264002,0.001452,18.348033,66.395401,0.488156,25.356453,170.384891,170.384891,170.384891,170.384891,170.384891,170.384891,29.131400,0.486703,7.008420,170.384891,170.384891,170.384891,
201155,18.550388,0.867841,4.828408,10.254862,3.135100,17.808378,24.379343,4.565248,15.739172,53.926241,11.884627,19.176548,162.972949,162.972949,162.972949,162.972949,162.972949,162.972949,29.546898,7.319379,3.437376,162.972949,162.972949,162.972949,
203096,13.692276,4.389486,4.488592,8.340486,15.867167,30.866051,27.249316,5.372073,10.360221,55.252286,19.071624,13.846184,165.434926,165.462915,165.636176,165.548349,165.447810,165.458840,28.072597,13.707989,3.495843,165.436777,165.425146,165.451793,
204002,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606,
201952,36.737166,2.159600,8.789293,14.763658,2.158795,11.086301,24.266886,5.090246,19.806369,49.145327,14.874678,23.002899,160.721234,160.721246,160.721320,160.721283,160.721240,160.721244,24.878471,9.784436,3.196534,160.721235,160.721230,160.721241,
203141,8.878847,3.146637,2.973594,10.007875,5.795468,32.091097,11.946232,13.060390,6.424185,24.827983,39.248291,8.912293,178.007871,178.134257,178.916641,178.520045,178.066049,178.115860,13.196161,26.226006,2.532718,178.016231,177.963707,178.084038,
202066,15.827676,2.516422,10.672904,9.522835,6.122015,16.502363,9.984890,7.267552,8.879177,23.557838,20.114679,12.294015,189.527196,189.571210,189.843673,189.705559,189.547457,189.564803,13.682440,12.860397,3.430373,189.530108,189.511816,189.553721,
1891,15.151968,1.756950,6.467841,7.604500,1.501856,10.738944,6.351501,12.683163,4.013168,13.025753,32.614227,4.986918,167.594611,167.594611,167.594611,167.594611,167.594611,167.594611,6.674252,19.931064,0.973750,167.594611,167.594611,167.594611,
202738,27.182102,0.477791,5.466902,13.597320,3.126153,11.334444,19.932603,11.920629,28.154627,43.137910,32.099738,32.484845,163.876940,163.877730,163.882625,163.880144,163.877304,163.877615,23.207273,20.179348,4.330497,163.876992,163.876664,163.877416,
202498,7.721202,1.013577,4.070612,8.146421,8.054198,15.708948,19.542233,0.717821,8.791992,46.378043,2.228353,12.110971,172.973599,173.105934,173.925142,173.509879,173.034516,173.086670,27.165017,1.550430,3.365689,172.982352,172.927356,173.053351,
203138,7.730827,2.291944,5.247814,6.063980,5.022565,13.564658,10.196294,10.223498,5.766935,23.175282,25.481023,8.079383,162.868517,163.040287,164.103617,163.564607,162.947586,163.015283,13.406298,15.309313,2.373078,162.879879,162.808494,162.972034,
201574,6.735518,4.633106,2.685224,6.902133,11.401289,31.708402,16.700229,0.000000,7.233933,35.246880,0.076522,11.670890,162.204519,162.204520,162.204521,162.204520,162.204519,162.204520,18.546652,0.076522,4.436957,162.204519,162.204519,162.204520,
202691,14.163175,3.788851,5.562597,9.554962,1.775342,14.151874,23.286496,15.339418,14.228681,48.462062,35.071093,16.246794,159.661514,159.661872,159.664092,159.662967,159.661679,159.661820,25.176457,19.731784,2.018240,159.661537,159.661388,159.661730,
202684,2.972969,4.321048,2.502026,6.124254,19.845863,28.179256,19.759780,0.000059,11.828262,36.516904,0.004736,18.344105,160.869421,160.869997,160.873563,160.871755,160.869687,160.869914,16.758556,0.004850,6.516046,160.869460,160.869220,160.869768,
201977,9.024779,1.661263,6.761040,6.935182,5.895540,15.852120,20.785501,13.421157,11.374948,48.496181,36.043483,13.876144,184.148119,184.148140,184.148270,184.148204,184.148129,184.148137,27.710732,22.622332,2.501203,184.148121,184.148112,184.148132,
201229,6.749240,1.884523,2.775000,5.693250,5.811055,21.255975,6.167359,12.414290,6.146962,11.688645,33.604972,7.831261,167.837677,167.837740,167.838129,167.837932,167.837706,167.837731,5.521442,21.190701,1.684321,167.837681,167.837655,167.837715,
1626157,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606,
200782,8.251741,1.541610,7.176395,6.456210,7.832928,25.900140,11.750617,5.766694,7.165224,23.391499,16.615213,9.798720,160.048578,160.055606,160.099113,160.077059,160.051813,160.054583,11.658366,10.850638,2.635977,160.049043,160.046122,160.052814,
202323,30.955862,1.294007,5.799078,13.956194,2.920121,26.541826,20.701804,2.406672,7.937256,45.344316,8.569537,10.472275,160.603547,160.603583,160.603807,160.603694,160.603563,160.603578,24.642602,6.162876,2.535032,160.603549,160.603534,160.603569,
1626167,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606,
2757,25.599489,0.904164,5.267070,10.318659,2.332096,13.777777,23.935301,3.141808,9.535806,45.134113,10.985754,11.209850,168.969527,168.969527,168.969527,168.969527,168.969527,168.969527,21.198813,7.843946,1.674044,168.969527,168.969527,168.969527,
202685,3.078606,7.163281,2.483170,8.479957,16.491775,36.590088,28.466582,0.001153,16.518528,49.892441,0.076997,21.044169,161.441707,161.452930,161.522408,161.487189,161.446873,161.451297,21.453779,0.079228,4.529602,161.442449,161.437785,161.448471,
2760,11.290084,4.592012,5.971406,9.828111,17.614382,36.128394,31.119037,0.000007,9.857017,56.565461,0.627117,13.622772,188.858422,188.858422,188.858422,188.858422,188.858422,188.858422,25.446424,0.627111,3.765755,188.858422,188.858422,188.858422,
202349,25.081279,0.787993,3.690071,9.877122,1.801624,15.706172,13.487799,10.749658,4.420614,30.825114,28.387186,5.720707,162.319093,162.319222,162.320019,162.319615,162.319152,162.319203,17.337635,17.637566,1.300138,162.319101,162.319048,162.319170,
1626173,2.271207,1.022443,6.217947,6.859034,1.716516,6.182193,31.366745,2.425142,8.877789,6.836916,1.688749,3.717997,26.448806,50.054241,196.181737,122.108549,37.314868,46.618068,34.193048,6.380459,3.172221,28.010169,18.200204,40.674606,
101111,6.927204,6.991070,5.092054,8.783977,9.309820,37.795771,21.736687,23.853734,6.920003,44.948846,67.575030,11.994515,218.397528,218.397528,218.397529,218.397529,218.397528,218.397528,23.212160,43.721297,5.074513,218.397528,218.397528,218.397528,
203943,3.660237,5.849675,5.963782,10.423561,17.344270,37.460424,32.898878,4.333740,15.687425,40.760846,8.573200,17.345134,165.437047,179.214537,264.502960,221.269581,171.779106,177.208989,42.136020,8.393264,6.520751,166.348348,160.622687,173.740042,
202696,9.275762,3.459427,3.517602,9.374146,15.113320,36.298773,39.195992,0.118959,10.272639,74.889547,0.357390,13.645927,159.681242,159.682495,159.690250,159.686319,159.681819,159.682312,35.696672,0.238809,3.373731,159.681325,159.680804,159.681997,
2756,13.355700,0.572434,6.629113,9.539599,3.392040,18.883544,15.166962,10.708167,8.275424,35.913657,28.539016,9.784282,177.727318,177.727366,177.727658,177.727510,177.727340,177.727359,20.746812,17.830863,1.508875,177.727321,177.727302,177.727347,
2548,24.488542,1.806938,6.108960,16.998162,4.829971,13.506429,39.318358,2.268945,22.927340,79.743808,7.985227,29.954886,162.427156,162.427156,162.427156,162.427156,162.427156,162.427156,40.425450,5.716283,7.027546,162.427156,162.427156,162.427156,
203079,12.195069,1.519405,6.459966,8.498852,2.956598,11.130424,22.335886,5.446339,8.822234,51.536430,18.051305,12.948511,160.953553,160.963472,161.024881,160.993752,160.958119,160.962028,29.225221,12.607957,4.129778,160.954209,160.950086,160.959531,
202689,24.441344,2.332348,6.687500,7.813050,2.650421,14.237101,22.224521,6.486375,17.783209,53.162448,21.232248,21.493422,161.264568,161.264989,161.267599,161.266276,161.264762,161.264928,30.938975,14.746000,3.710362,161.264596,161.264421,161.264822,
202322,43.834595,2.492387,7.700047,16.878211,2.011248,18.251933,25.306384,3.722074,15.903866,53.026858,12.288008,20.243164,158.358186,158.358207,158.358339,158.358272,158.358196,158.358204,27.720528,8.565941,4.339306,158.358187,158.358178,158.358199,
203933,6.640716,2.440530,5.897227,8.244895,10.401749,12.219690,33.936707,1.808070,5.570890,48.661587,5.524858,5.531980,156.440456,162.188533,197.771527,179.734225,159.086413,161.351802,29.024281,5.449787,1.989989,156.820658,154.431868,159.904531,
201228,23.658551,1.075019,6.918242,11.476784,2.208950,16.573800,13.124214,8.231693,15.613762,28.465832,20.738146,18.962005,168.075227,168.075229,168.075238,168.075233,168.075228,168.075229,15.341622,12.506453,3.348243,168.075227,168.075227,168.075228,
201603,12.261796,0.514931,4.142245,10.022934,4.643162,13.949423,25.549644,1.853631,8.282960,53.407659,6.695620,10.846067,166.860814,167.135595,168.836607,167.974351,166.987301,167.095596,28.541585,4.924833,2.660097,166.878989,166.764795,167.026411,
2561,18.780703,4.174701,4.113843,10.181711,9.166905,29.137594,27.575516,0.336914,10.441462,57.441618,1.660216,14.041451,162.636091,162.636091,162.636091,162.636091,162.636091,162.636091,29.866102,1.323302,3.599989,162.636091,162.636091,162.636091,
201566,39.844986,0.970058,9.788444,20.425100,8.504189,25.281676,37.402479,6.112265,37.432230,81.563073,20.364494,44.866986,160.872840,160.872840,160.872841,160.872841,160.872840,160.872840,44.160595,14.252229,7.434756,160.872840,160.872840,160.872840,
202355,1.084511,18.228467,4.748857,9.159838,21.335208,48.013399,37.548087,0.317982,12.046913,55.179666,0.221427,22.515472,167.891015,170.986133,190.146207,180.433813,169.315761,170.535586,25.331256,0.836599,11.561043,168.095739,166.809467,169.756286,
203963,8.271207,3.022443,11.217947,11.859034,11.716516,25.182193,49.366745,3.425142,26.877789,42.836916,7.688749,26.717997,133.448806,157.054241,303.181737,229.108549,144.314868,153.618068,52.193048,11.380459,8.172221,135.010169,125.200204,147.674606,
203952,8.697637,2.576024,4.655904,9.282684,6.852062,12.429259,24.707173,2.091475,18.320992,51.388602,6.446756,23.715146,151.335349,152.527141,159.904834,156.165023,151.883955,152.353655,29.646233,4.714597,5.814821,151.414179,150.918893,152.053582,
203912,10.271207,2.022443,9.217947,16.859034,2.716516,12.182193,40.366745,9.425142,10.877789,25.836916,20.688749,5.717997,127.448806,151.054241,297.181737,223.108549,138.314868,147.618068,44.193048,18.380459,3.172221,129.010169,119.200204,141.674606,
101114,34.008153,1.282738,5.046703,11.736945,2.144783,15.616802,16.233437,6.732036,15.256715,40.425874,18.341322,18.334153,161.469123,161.469123,161.469123,161.469123,161.469123,161.469123,24.192437,11.609286,3.077438,161.469123,161.469123,161.469123,
202682,5.645601,0.607512,3.932263,6.471363,4.884154,18.918376,18.983156,5.300839,15.483285,37.469311,17.007552,22.529569,166.785402,166.787059,166.797314,166.792115,166.786165,166.786818,18.490276,11.707212,7.046869,166.785512,166.784823,166.786400,
101150,13.990548,0.787081,6.945969,8.309361,1.874254,10.416868,17.646192,12.002498,26.604428,38.123143,35.268908,30.927362,162.489402,162.489402,162.489402,162.489402,162.489402,162.489402,20.476951,23.266410,4.322934,162.489402,162.489402,162.489402,
101107,7.935174,2.881388,5.466969,4.809837,4.853364,25.975376,9.540697,7.592085,4.998230,19.078031,21.183954,6.961258,162.143225,162.143225,162.143225,162.143225,162.143225,162.143225,9.537333,13.591869,1.963029,162.143225,162.143225,162.143225,
